start,end,speaker,text
349.00,668.00,MOT,母さんは何を持ってるのこれ ハイちゃんも撫ってる 愛してるんだね、母さん 愛してる キッキーちゃん飛行機、乗ってる ★おうくん、おうくん、おうくん、おうくん、おうくん★ ★1分半、1分半★ ★1位ちゃん、ひかわき乗ってるね★ ★1位ちゃん、ひかわき乗ってるね★ ★1位ちゃん、ひかわき乗ってるね★ ★当たると乗るね★ ★当たると乗るね★ ★電車踏み切り、カンカンカンカンカンって当たったら乗る?★ ★また乗ってる★ ★電車、車の上★ ★おうくん、この中にいるよ★ ★あ、どうぞ★ ★キーフネだね★ ★あめちゃん、これ乗りついてるね★ ★ゴミがいっぱいついてる、やべ、高いね★ ★次、チンジのみ★ ★あめちゃん、足がないよ★ ★ひかわき乗ってるよ★ ★お風呂に入れてるよ★ ★お風呂★ ★お風呂★ ★お父さんは3つのお父さん★ ★おうくん、おしまじろ★ ★おうくん、おしまじろ★ ★おうくん、おしまじろ★ ★おい、分手したいのよ★ ★分手してる?★ ★うんちくんが出たよ★ ★お水で流そうよ★ ★ごしごし洗って、拭いて★ ★すっきりいい気持ち★ ★なんでしょうか?★ ★いっちゃいちゃこれをもうよ★
681.00,764.00,MOT,★どうもすびたよ★ ★見ないの?★ ★アンパンマンのリュック★ ★なんで壊れるの?★ ★アンパンキッキー★ ★アンパンキッキー★ ★おれちゃん、広げてもらおうよ★ ★いっぱい履いたね★ ★アンパンマン★ ★開けてみよ★ ★コイヒークリーム★ ★白っぽちゃん★ ★赤ちゃん★
764.00,776.00,CHI,★なになに?★
776.00,822.00,MOT,★同じの?★ ★バイギマ★ ★キッチてないよ★ ★ミッちゃん、そんなトランディーはあったよ★ ★アンパンマンのシールへほんがあったよ★
822.00,834.00,CHI,★おたじちゃん、みたい★ ★ノリこれ★
834.00,877.00,MOT,★ノリを貼るよ★ ★ノリ付けてやるよ★ ★ノリ付けて貼るよ★ ★ノリ貼ってからよ★ ★ノリ貼るよ★
878.00,885.00,CHI,★アンパンマンのシールへほんがあったよ★
885.00,922.00,MOT,★アンパンマンのシールへほんがあったよ★ ★コイヒークリーム★ ★ラーメン食べてるページはここ★ ★ミッちゃん、やりや★
922.00,938.00,CHI,★キッチちゃん、どうぞ★
938.00,975.00,MOT,★ありがとう★ ★ミッちゃん、これ、フリーね★ ★キッチちゃん、どうぞ★ ★ありがとう★ ★かき氷★ ★誰にあげる?★
975.00,1003.00,CHI,★ありがとう★ ★あげていくよ★ ★ありがとう★ ★おいしいよ★ ★アンパンちゃん★
1003.00,1007.00,MOT,★ミッちゃん、卵ドンブリは?★
1008.00,1049.00,MOT,★タゴの妹のミミよ★ ★今度、車のところミッちゃん★ ★道路でしょ?★ ★車が走りますよ★ ★どこ行く?★
1049.00,1065.00,CHI,★山についた★ ★ライオンバス★
1065.00,1103.00,MOT,★ライオンバスは動物園★ ★ライオンちゃん★ ★1歳の誕生日にライオンちゃんが乗っているよ★ ★お土産を掘るから、ここだ★
1104.00,1146.00,MOT,★どこかな?★ ★ここ★ ★どこにある?★ ★コンクリートミキサー車★ ★ライオンバス★
1147.00,1196.00,MOT,★コンクリートミキサー車★ ★ここだ★ ★キュウキュー車★ ★キュウキュー車は病院だよ★ ★お口を開けて★
1197.00,1217.00,MOT,★ミッちゃんもスリッパ入った★ ★幼稚園バスはどこかな?★ ★アザピン★
1218.00,1237.00,MOT,★車を開けます★ ★コンクリートミキサー車★
1238.00,1257.00,CHI,★ケンちゃん★ ★ラフのドリン★
1257.00,1372.00,MOT,★ドリン★ ★ミッちゃんが入ったよ★ ★アンパンマンのお家★ ★アンパンマンのお家★ ★フーシャ★ ★テレビで行くだろう★ ★フーシャの逆に回ってる★ ★フーシャの逆に回りました★ ★パン作ってます★ ★フーシャの逆に回ったよ★ ★フーシャの逆に回ったよ★ ★アレラマン★ ★アレラースのページはどこだった?★ ★アレラース★ ★ハト★ ★アンパンマン★
1372.00,1378.00,CHI,★アンパンマン★
1378.00,1398.00,MOT,★アンパンマン★ ★アンパンマン★
1399.00,1541.00,MOT,★スズメ★ ★ハーチ★ ★ハーチが飛ぶ★ ★カニ★ ★カニ★ ★ミッちゃん、昨日見たね★ ★カブト虫★ ★カブト虫★ ★レンレンレン虫★ ★ミッちゃん、おまると一緒★ ★レンレンレン虫★ ★おめめ★ ★おめめ★ ★アーリー★ ★チュコチュコ★ ★チュコチュコ★ ★痛いよ★ ★ドームさんが行かないのかな?★ ★ここにアイスがあったよ★ ★カニちゃんとゴザザザザザ★ ★キティちゃんのアイス★ ★キティちゃんのアイス★ ★ミッチミン★ ★アンパンマンのシービー★ ★アンパンマンのシービー★
1541.00,1564.00,CHI,★トーマス★ ★アイスがあったよ★ ★キミちゃん、アイスがあったよ★
1564.00,1685.00,MOT,★チュコチュコ★ ★マッタのマッタ★ ★マッタ★ ★マッタが帽子をかぶってたよ★ ★マッタが飛んできたよ★ ★動物さんのところも★ ★動物さんがいっぱい★ ★マッタのマッタ★ ★マッタのマッタ★ ★サール★ ★マッタのマッタ★ ★マッタのマッタ★ ★マッタのマッタ★ ★マッタのマッタ★
1686.00,1738.00,MOT,★パンダ★ ★ウサミ★ ★テレビのお母さん★ ★コボコ★ ★アナウイルス★
1738.00,1753.00,CHI,★コボコ★ ★カラー★
1753.00,1783.00,MOT,★ひっぽ★ ★ひっぽ★ ★ひっぽ★
1783.00,1803.00,CHI,★チュン★ ★チュン★
1803.00,1907.00,MOT,★コボコ★ ★コボコ★ ★コボコ★ ★チュン★ ★コアラ★ ★コアラ★ ★コアラ★ ★到着★ ★到着★ ★コアラ★
1908.00,1969.00,MOT,★ここよ★ ★到着★ ★こっちは★ ★ゾウさん★ ★ゾウさん★ ★おしゃべり★ ★次は何?★ ★コーキ★
1969.00,1975.00,CHI,★バーちゃんのことき★
1975.00,2151.00,MOT,★コーラが好きなバーちゃん★ ★カラカッタ色★ ★アイス★ ★アイス★ ★コーラ★ ★ジュース★ ★バーちゃん★ ★ジュース★ ★共流★ ★共流★ ★コー所作業者★ ★ウィンちゃん★ ★ウィンナ★ ★アイス★ ★アイスの車ダメちゃん★ ★アイス★ ★白鳥★ ★クジラ★ ★クジラ★ ★お口★ ★小さいね★ ★お母さん★ ★ミキちゃん★ ★みじみ★
2152.00,2160.00,CHI,★お母さん★ ★タッチャン★
2160.00,2188.00,MOT,★タッチャンママ★ ★コナダ★ ★コナダ★ ★ジャパン★ ★パコリー★
2188.00,2198.00,CHI,★タイチャン★
2198.00,2265.00,MOT,★トラちゃん★ ★トラちゃん★ ★トラちゃん★ ★バーちゃん★ ★ミキちゃん★ ★コナダ★ ★ネコ★ ★エイ・リー・シー★ ★アリ★ ★ペンシー★
2265.00,2273.00,CHI,★ペンシー★
2273.00,2354.00,MOT,★ケーキ★ ★おめでとう★ ★おめでとう★ ★あそこに写真があるな★ ★おめでとう★ ★コナダ★ ★王様★ ★ベベビ★ ★バーちゃん★ ★ふくろ★
2354.00,2361.00,CHI,★パコ★ ★お手で選んだ★
2361.00,2419.00,MOT,★お手で選んだ★ ★お父さんの好きな野球だ★ ★お母ちゃんの好きだ★ ★お母さんの好きな野球だ★ ★お父さんのラッパ★ ★これなんだ★ ★お父さんの新聞読むよ★ ★これなんだ★
2419.00,2425.00,CHI,★ミンミン★ ★どこ来て★
2425.00,2510.00,MOT,★ちっちゃなおきなき★ ★ちっちゃなて★ ★みなとーま★ ★だって座ってたやん初め★ ★初め座ってたやん★ ★ミンミン★ ★おきなき★ ★おどりだ★ ★すどんどん★ ★どんどん★ ★おわり★ ★たち★ ★おきなき★ ★ちっちゃなせみ★ ★がとーま★ ★パン★ ★ミンミン★ ★おきなき★ ★おどりだ★ ★すどんどん★ ★かぶたま★ ★かぶたむし★ ★かぶたむし★ ★きのま★ ★たちま★ ★かぶたむし★ ★みてもちゅんて★ ★ちっちゃなせみ★ ★ちっちゃん★ ★せみ★ ★たちま★ ★こわい★ ★こわい★ ★だんどんじで★
2510.00,2516.00,CHI,★こなんだ★ ★だんどんじで★
2516.00,2598.00,MOT,★だんどん★ ★おきなき★ ★おきなき★ ★ちっちゃなせみ★ ★おちま★ ★たん★ ★ミンミン★ ★おきなき★ ★おどりだ★ ★すどんどん★ ★ぶんどんどん★ ★たち★ ★おきなき★ ★ちっちゃなせみ★ ★かぶたま★ ★しょうぼしゃ★ ★たち★ ★たちき★ ★あっとこ★ ★どこ行った★ ★とまった★ ★みんみん★ ★みっちゃなせみ★ ★みんみん★ ★おきなき★ ★おとりだす★ ★どんどんどんどん★ ★やー★ ★やー★ ★うるさい★ ★なんでやん★ ★なによ★ ★やーよ、母さんの★
2598.00,2605.00,CHI,★お父さんにどんどんじって★ ★お父さんにどんどんじって★
2605.00,2635.00,MOT,★教えてあげんかい★ ★エクション★ ★エクション★ ★こんな顔してやるよ★ ★ひっくり★ ★しゃっくり★ ★ひっくり★ ★みんちゃん★ ★ひっくり★ ★これ★ ★ひゃー★ ★びっくり★
2635.00,2642.00,CHI,★ひゃー★ ★びっくりした★ ★おうし★
2642.00,2650.00,MOT,★おうし★ ★こなど★ ★こねこ★
2650.00,2659.00,CHI,★こねこは何してんの★ ★こねおうし★ ★こねおうし★
2659.00,2661.00,MOT,★こなど★
2662.00,2664.00,MOT,★おうし★
2666.00,2669.00,MOT,★おうし★
2672.00,2675.00,CHI,★こななんだ★
2675.00,2683.00,MOT,★びっくり★ ★ちっちゃいねこれ★ ★こねこは★
2685.00,2788.00,MOT,★おうし★ ★トンボ★ ★トントン自転トンド★ ★ちょうちょう★ ★トンボ★ ★せいみ★ ★みんみ★ ★みんみって泣いてくれる?★ ★みんみって泣いてないよ★ ★みんみって自分で言うよ★ ★おきなき★ ★小さなせみが泣いた★ ★みんみ★ ★ほら泣いて★ ★みんみ★ ★おきなき★ ★踊りだす★ ★トントン★ ★トントントン★ ★おわり★ ★みんみって泣いてくれる?★ ★おきなき★ ★みんみって泣くの?★ ★おきなき★ ★おきなき★ ★小さなせみが泣いた★ ★おいしょ★ ★みんみ★ ★おきなき★ ★踊りだす★
2788.00,2795.00,CHI,★踊りだす★ ★踊りだす★
2795.00,2836.00,MOT,★踊りだす★ ★踊りだす★ ★緑のお片付け★ ★緑のお片付け★ ★パパちゃん★ ★お片付け★ ★みんなでお片付け★ ★お片付け★ ★お片付け★ ★お片付け★ ★みんなでお片付け★ ★お片付け★ ★これはこれ★ ★それはみんちゃんの思っちゃうの★ ★シールしたいの★ ★あれで使ったよ★
2841.00,2843.00,MOT,★おりこだね★
2844.00,2847.00,MOT,★そういったけど★
2849.00,2853.00,MOT,★俵院で民宿して帰ったよ★
2858.00,2861.00,MOT,★大塚いほう★
2864.00,2924.00,MOT,★パパちゃんって大塚いよ★ ★お城★ ★ケラッピーのシャンプル★ ★お父さん、耳入ろうって★ ★スカートだ★ ★キティちゃん、この二人見たね★
2924.00,2936.00,CHI,★バズナルとキティちゃんがスケートしてるよ★
2936.00,3034.00,MOT,★カッチージュしてるよ★ ★キティちゃん、この二人見たね★ ★雨降ってる時、傘を振るね★ ★キティちゃん、キティちゃんのエホンで見たよ★ ★お城に見たよ★ ★ハーモニランド★ ★キティちゃんの帽子かぶってるね★ ★顔かきてちゃんの帽子に★ ★顔かきてちゃんの帽子★
3034.00,3054.00,CHI,★キティちゃんの帽子★ ★この後、あひる★
3054.00,3214.00,MOT,★キティちゃんのお財布★ ★何があるかな?★ ★ボートのお船★ ★どっちかなって★ ★これなんだ?★ ★トゥトゥトゥリー★ ★お前のお前のお前のお前★ ★お前のお前の帽子かぶってるね★ ★雨が止んだぞ★ ★いかいよ★ ★赤ちゃん★ ★キティちゃん★ ★キティちゃん★ ★キティちゃん★ ★これなんだ?★ ★夜になったら、花火パンっているよ★ ★キティちゃんのダンスパーティー★ ★赤ちゃん★
3214.00,3224.00,CHI,★キティちゃん★
3224.00,3612.00,MOT,★キティちゃん★ ★あかちゃん★ ★あかちゃん★ ★赤ちゃん★ ★びっくりしたの、どこだ?★ ★ピッちゃん、ペギントンの本読む?★ ★アボロシのペギントン★ ★ペギントンは、今日もおよぎの練習です★ ★ペギントンのお熱を出してね★ ★魔法使いのペンギントンが、ペギントンが探してくれよ★ ★ペンギントンは、ペンギントンが探しにボジャボフ飛んで行ってくれよ★ ★お魚★ ★これなんだ?★ ★タコとコラの練習★ ★これ★ ★ここ★ ★パンちゃん、いたことあるよ★ ★脚が落ちていくよ★ ★これ★ ★どこだった?★ ★ここ★ ★ペギントンが、島に着いたよ★ ★痛いよ★ ★バラスが割れたね★ ★その草を入れたら、ペギントンの熱が下がるよ★ ★これ★ ★ペンギントンが探してるよ★ ★終わったよ★ ★おやぎの練習してるよ★ ★グリトグラ★ ★あらしるが、ひっついてたよ★ ★ここ★ ★ここ★ ★グリトグラ★ ★どれ?クリだ★ ★ここ★ ★これ★ ★ここ★ ★グリトグラ★
3613.00,3650.00,MOT,★みんなは、卵を持っていくよ★ ★これ★ ★お父さんと拾ったよ★
3650.00,3660.00,CHI,★これ★
3660.00,3768.00,MOT,★これ★ ★みーちゃん、知らんの?動物園★ ★お父さんのケーキ、お父さんのケーキ、美味しいよ★ ★でも、前食べたね★ ★美味しかったよ★ ★お父さんのケーキ、美味しいよ★ ★これ★ ★美味しいよ★ ★卵の殻が割って、殻を分けたよ★ ★よく置いてるよ★ ★お父さんが運転してるね★
3768.00,3778.00,CHI,★みーちゃん、これに紹介★
3778.00,3788.00,MOT,★みーちゃん、帰るよ★
3788.00,3796.00,CHI,★小さいかりさん★
3796.00,3814.00,MOT,★これ、ふくらよ★ ★お父さんが運転してるよ★
3814.00,3864.00,CHI,★お父さんが運転してるね★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お母さんが運転してるよ★
3864.00,3874.00,MOT,★お母さん、入れちゃったよ★
3874.00,4014.00,CHI,★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お父さんが運転してるよ★ ★お母さんが運転してるよ★
4014.00,4034.00,MOT,★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4034.00,4044.00,MOT,★お母さんが運転してるよ★
4044.00,4064.00,CHI,★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4064.00,4084.00,MOT,★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4084.00,4094.00,MOT,★お母さんが運転してるよ★
4094.00,4134.00,CHI,★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4134.00,4144.00,MOT,★お母さんが運転してるよ★
4144.00,4294.00,CHI,★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4294.00,4304.00,MOT,★お母さんが運転してるよ★
4304.00,4404.00,CHI,★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4404.00,4424.00,MOT,★お母さんが運転してるよ★ ★お母さんが運転してるよ★
4424.00,4434.00,CHI,★お母さんが運転してるよ★
4454.00,4464.00,CHI,★お母さんが運転してるよ★
4484.00,4500.00,MOT,★お母さんが運転してるよ★
