start,end,speaker,text
527.00,531.00,CHI,お花 パンダ にゃんにゃんや にゃんにゃん
532.00,533.00,CHI,にゃんにゃん
534.00,535.00,CHI,にゃんにゃん
536.00,539.00,CHI,にゃんにゃん にゃんにゃん にゃんにゃん
540.00,541.00,CHI,にゃんにゃん
544.00,545.00,CHI,にゃんにゃん
547.00,552.00,CHI,みちみ豚さんブーブーは? ブーブー 豚さんブーブー
553.00,554.00,CHI,ブーブーだよ
555.00,559.00,CHI,だって うん、これは車 ブーブー
560.00,562.00,CHI,車のブーブー だった
563.00,565.00,CHI,それは色が黒い、どうしよう
566.00,569.00,CHI,あんた色が黒かったらかっかんなの?
570.00,576.00,CHI,だめだ どうし どうしよ どうしかぶれよランプにも
577.00,578.00,CHI,どうし
581.00,585.00,CHI,ちょいちょいねずみさん ねずみさんあったよ あ、ブタブタブタ
586.00,587.00,CHI,ブタさんが
588.00,595.00,CHI,ほうを持ってます って言われ ブタさんが ほうを持ってます ブーブー ブーブーって言ってもらう ブーブー
596.00,599.00,CHI,ケッ! 卵がマフラーを生えてます
600.00,602.00,CHI,卵がマフラーを生えてます
604.00,609.00,CHI,あ、みきちゃんのお腹 あれ見てみきちゃん みきちゃんだよー ほら
610.00,611.00,CHI,ほら
612.00,615.00,CHI,みきちゃん みきちゃん首してるよ
616.00,623.00,CHI,みきちゃん みきちゃん みきちゃん みきちゃん みきちゃん首してるよ はーって
624.00,625.00,CHI,はー
626.00,627.00,CHI,はー
630.00,631.00,CHI,だ
633.00,637.00,CHI,だった たこさん たこさん たこさん
640.00,641.00,CHI,たこさんよ
644.00,645.00,CHI,なに
648.00,649.00,CHI,なに
651.00,652.00,CHI,なに
654.00,655.00,CHI,なに
656.00,661.00,CHI,なに おにぎゅさん出す? おにぎゅさん出す? うん うん
663.00,664.00,CHI,おにぎゅさん出す?
670.00,671.00,CHI,おにぎゅさん出して
673.00,678.00,CHI,取りがいい? うん これ お手しちゃん はい
679.00,681.00,CHI,これも ボロボロになるよ
682.00,689.00,CHI,ボロボロになるよ はーって言わないから やろう あにゃにゃあいたにゃにゃ にゃにゃ はい にゃにゃ
690.00,692.00,CHI,にゃにゃ こーしわいて
693.00,705.00,CHI,あいであいであいで あいでこーらー はい はい やるやつ やるやろ うん 取れ これ これ これ
706.00,708.00,CHI,なんかね あ、落ちた落ちた
709.00,710.00,CHI,落ちた落ちた
711.00,712.00,CHI,あ
713.00,717.00,CHI,落ちた はい こそ これや
720.00,723.00,CHI,マーク 水槽箱にマーク
724.00,734.00,CHI,あ、にゃにゃあるうちに ほら にゃにゃ出して にゃにゃ ほら にゃにゃ引っ張っていて にゃにゃっておさんとしておいて ほら
735.00,740.00,CHI,にゃにゃ にゃにゃ ひゃん あいにゃ
745.00,746.04,CHI,えー
747.00,750.20,CHI,お散歩行ってらっしゃーい 行ってらっしゃーい かっこと
752.00,756.50,CHI,お散歩行ってらっしゃーい お散歩行ってらっしゃーい
757.50,759.50,CHI,こっち local
761.12,765.00,CHI,你们におer gate おう ひもが長いよ、みちみ
787.00,789.00,CHI,みちみが
790.00,793.00,CHI,ねんねん、動かんねん、みちみ
798.00,800.00,CHI,ひもが長いよ、それ
809.00,811.00,CHI,かして、みちみ
815.00,817.00,CHI,かして、ひも短くしてあげるわ
819.00,821.00,CHI,かして
830.00,844.00,CHI,ねんねん、つれてきて あや あら、はいちずって はいちずって、いい顔して はいちずって いい顔して ねんねん、いい子
847.00,851.00,CHI,いい子 いい子
856.00,858.00,CHI,いい子
866.00,870.00,CHI,タイヤ あや
872.00,890.00,CHI,あ、ねんねんなんか持ってるよ ねんねんなんか加えてるみちみ 何これ ボール ボール よんねん、ポーンって ボール、ポーンって ボール加えてるね ボール加えてるよ
903.00,919.00,CHI,ねんねん、どこ行くの? ねんねん、どこ行くの? ちょっと待って ねんねん ねんねん、待って ねんねん、みちみ これ誰がしたの? あれ、誰がしたの?
921.00,929.00,CHI,ゴミいっぱい出して ないないわ ないない 落ちたよ
931.00,939.00,CHI,そしてみちみ ちょうだい 今短くしてあげる 今短くしてあげるから
945.00,951.00,CHI,雨コンコン降ってるやろ みちみ 雨コンコン降ってるでしょ
954.00,956.00,CHI,雨降ってるやろ
957.00,965.00,CHI,ちょっとだいない 今短くしてあげる 待って 待って
968.00,984.00,CHI,みちみ すいか すいか キティちゃんのお店屋さんにおよ キティちゃんのお店屋さんにおよ キティちゃんのお店屋さんに水かあるかな 水かあるかなみちみ これ何?
985.00,989.00,CHI,これはクークー キティちゃんのクーツ
990.00,994.00,CHI,帽子は? キティちゃんの帽子は?
995.00,999.00,CHI,キティちゃんの帽子どうかみちみ キティちゃんの帽子は?
1005.00,1015.00,CHI,これはもうおよ それメイリーさんの ひつじん ひつじん メイリーさんのひつじ
1017.00,1019.00,CHI,かわいいな
1021.00,1025.00,CHI,お菓子屋さん お菓子屋さん
1029.00,1071.00,CHI,クックはどれ? クック クックはどれ?みちみ クックは? クックそれね 帽子は?帽子 帽子あったまかぶるのね ここにあるほら 帽子 帽子 キティちゃん何買うのかな 帽子 終わっちゃった 始まる 見せて クックやろ くだもね屋さん ここ くだもね屋さんないね ナスビーがあって キュウリーがあって
1073.00,1101.00,CHI,くだもね屋さん すいかがある すいか すいか すいか一緒 ぶどうは? ぶどう ぶどうこれやん ぶどうあったでどっかに ぶどう がががみね ぶどうどっかにあったでみちみ こっか こっか
1103.00,1127.00,CHI,こっかいに いってこっかさん 扱いたいで 扱いたいで エビフライト エビフライト いちごと くり はい くり くりご飯食べたやろ ババのおじで
1131.00,1153.00,CHI,にゃにゃにゃにはいすんね にゃにゃにゃはいって もぐもぐもぐ はいわ おいしいな もぐもぐもぐって もぐもぐもぐ やめた もぐもぐもぐ にゃにゃおいしいかなって にゃにゃおいしいですかって
1156.00,1173.68,CHI,にゃにゃおいしいですかって もしいですかって もしいですかって Would you go toIL-AWB or something like THAT? 文老ワッターやん の言う方へ 文老ワッターやん あ どしてちゃおう師its でどしてちゃおう
1177.48,1190.50,CHI,うぅぅるん はい、おそらくなさん、大焼き君。おそらくなさん、ぷっかぷっかぷっか。
1191.50,1196.50,CHI,赤いおそらくなよね、これね。おめめが動くよ。おめめが、シャクシャクシャクシャクって動くよ。
1197.50,1199.50,CHI,シャクシャクシャクシャク。
1200.50,1205.50,CHI,みちみんのお家のキンゲは、真っ黒系よね。真っ黒系の。
1207.50,1209.50,CHI,シャクシャクシャクシャク。
1212.50,1214.50,CHI,ママ、おいしいおいしいって。
1217.50,1220.50,CHI,みちみん、ドンボさん見せて。ロージは?ロージ。
1221.50,1229.50,CHI,ロージは? おっててつないで、わになって踊ろう。ロージ、ロージ、アルフォードタン。
1230.50,1231.50,CHI,ロージ、持ってきて。
1232.50,1237.50,CHI,ママ、ロージ持ってきて。みちみん。ロージ、頂戴。ロージ、持ってきて。
1241.50,1246.50,CHI,ロージ、いこいこして。なにがた?ロージ、いこいこは?いこいこ。いこいこ。はい。
1247.50,1250.50,CHI,ロージ、いこいこ。いこいこいこ。
1251.50,1256.50,CHI,ロージ、寝にしよう。寝に。はい。みちみちゃんも寝に。
1257.50,1266.50,CHI,寝に。ロージと寝に。寝に。寝に。寝にして。
1267.50,1268.50,CHI,うーん。
1273.50,1281.50,CHI,電気。電気は?電気。電気。電気赤いか。電気赤いか。
1284.50,1290.50,CHI,赤いを引っ張ったら、真っ赤系なのだよ。真っ赤系なのだよ。
1291.50,1292.50,CHI,ほら、ほら。
1297.50,1303.50,CHI,クマさん、これ。クマさん。クマさん、これだよ。なにこれ?
1305.50,1313.50,CHI,なにこれ?シャマジュみたいなのだね。クマさん。クメ?どれがいいの?
1314.50,1319.50,CHI,え?ご経緯?なんかみちみと髪型が似てるね。
1320.50,1321.50,CHI,かっこ。
1322.50,1326.50,CHI,ご経緯。かっこ。ご経緯よ。これ。
1327.50,1335.50,CHI,あーーーって。あーーーって。あーーーって。あーーーって。
1336.50,1337.50,CHI,あんや。
1339.50,1351.50,CHI,どれ?どれがいいの?これ?これ怖いよみちみ。割れるよ。割れたら痛い痛いするよ。 これが割れたら。
1354.50,1360.50,CHI,ここ、ないないしてく。これは?フラダンスを売ってるのかな?
1361.50,1366.50,CHI,フラフラフラフラフラダンスって。フラダンス。
1369.50,1383.50,CHI,ないない。ないないしていい?ないないしていいの?ないない。ないないじゃないの? これ、それもないないするの?ないない?ないないするの?ないない?ないない。
1384.50,1392.50,CHI,いるの?ないない?ないない?ない。
1395.50,1404.50,CHI,どれ。これ。大きなの?いいの?ぷるぷるん。
1405.50,1535.50,CHI,★道路が中止とき、道路が中止とあげる★ ★お母さんのお口★ ★バスがあるよ★ ★何ですか?★ ★まだいいの?まだいいの?★ ★何?何?何たの?弁当見る?何たの?弁当見る?★ ★お母さんのおうくん★ ★何がいるの?何がいるの?★ ★おっぱい?★ ★おうくんは、弁当見るの?★
1535.50,1555.50,MOT,★おうくんは、弁当見るの?★ ★おっぱい?★
1555.50,1605.50,CHI,★おうくんは、弁当見るの?★ ★おうくんは、弁当見るの?★
1606.50,1689.50,CHI,★また、弁当見るの?★ ★痛いよ、マリッタ★ ★痛い痛い、痛い痛い痛い、痛い痛い痛い★ ★おうくんは、弁当見るの?★ ★おうくんは、弁当見るの?★ ★おうくんは、弁当見るの?★ ★ありがとう★ ★お船★ ★アイスクリーム★ ★アワアワ★
1690.50,1731.50,CHI,★キレイキレイしてるの?★ ★お耳は、いいよ★ ★お耳は、いいよ★
1751.50,2427.50,CHI,★お母さん、お母さん、お母さん★ ★お母さん、お母さん、お母さん★ ★アイスクリームどれ?★ ★おりこおさん★ ★お母さん、お母さん★ ★お母さん、お母さん★ ★お母さん、お母さん★ ★パンでさん★ ★パンでさん★ ★パンでさん★ ★ゾウさん★ ★もうないよ★ ★ロジ、ロジ、アルファネタ★ ★もういいの?★ ★むしゃむしゃむしゃ★ ★アイスクリーム★ ★やおやさんに対抗ください★ ★お洋服屋さん、くっつくください★ ★ボウシくださーい★ ★ボウシくださーい★ ★いただいたいしよう★ ★お鍋でお料理作って★ ★お魚入れて★ ★いちごも入れて★ ★クリーム入れる?★ ★クリーム入れて★ ★ガガ入れる?★ ★ママに出来上がり★ ★あー落ちた★ ★ないないして★ ★いちごも入れて★ ★誰もスイカのボール★ ★ピーポ来た★ ★ピーポピーポどれ?★ ★ピーポピーポ消防車★ ★ピーポピーポは?★ ★ピーポピーポ居てる★ ★ライオンバス★ ★ひくおきぶん★ ★ピーッといったでしょ★ ★バーバーとこ行ったよ★ ★これはひくおきはぶーんよ★ ★バスは?★ ★ガオー★ ★怖い怖いよ★ ★ごめん、食べられるよ★ ★トラック★ ★レイトーシャン★ ★これは何じゃん?★ ★バスあったよ★ ★消防車★ ★消防車★ ★これはお砂を運ぶダンプドラッグ★ ★キティちゃんある?★ ★はしれ、働く車★ ★これは?★ ★おうちの車と似てるね★ ★バゴン車★ ★トラック★ ★ダンプローリー★ ★これはダンプドラッグ★ ★お砂運ぶダンプドラッグ★ ★トラック★ ★これは?★ ★バス★ ★これはバス?★ ★バスって言ってみてみるよ★ ★バスがあるよ★
2428.50,2443.50,CHI,★バスがあるよ★
2444.50,2494.50,CHI,★バンマン★ ★飛行気分★ ★新幹線★ ★飛行気分★ ★飛行気道にあるよ★ ★傘★
2495.50,2519.50,CHI,★ピノキを乗れよ★ ★飛行気分★ ★ドナルドが飛行気乗ってるよ★
2520.50,2929.50,CHI,★ピノキは?★ ★お花が長いよ★ ★ピノキは?★ ★取っちゃうよ★ ★ミッキーちゃん、あくびしてるよ★ ★あわあわどれ?★ ★ジャクちゃんにしないで★ ★トラック★ ★ミッキーちゃん、あったよ★ ★ミッキーがイイスクリーム★ ★おだくちゃんにしないで★ ★まだ欲しいよ★ ★おはよう★ ★おはよう★ ★みんなでこんにちは★ ★キリンさんはどれ?★ ★シマジロ★ ★シマジロ★ ★ガオウ★ ★みいじびちゃんも食べるよ★ ★カバーさん★ ★キリンちゃんは?★ ★ドブちゃん★ ★バママ★ ★ライオンさん★ ★ゾウさん、何持ってるの?★ ★おうくん、パパパパパパパパパ★ ★プチプチプチは?★ ★おせえか、みじび、メロンがあった★ ★メロンのシャーベット★ ★開ける?★ ★なんか濡れてる!★ ★ないないして★ ★反対を★ ★ないない★ ★できるかな?★ ★できた★ ★うーん、せってするから舐めるから★ ★ないないわ★ ★ロウジにあげて★ ★おいしいなー★ ★ありがとう★ ★おいしい?メロンの味がする?★ ★マゴマゴマゴ★ ★おいしいなー★ ★おうくん、おうくん★ ★くり★ ★なんでも食べないよ★ ★ガガッ★ ★アヒルさんが★ ★これ何?これ何?★ ★ごきごき★ ★ガーマ★ ★おなご子の中に車が好きね★ ★ガンゴッ★ ★ガーゴッ★ ★ぷちぷちぷち★ かかんでいいよ、開会の
2939.50,2941.50,CHI,開会の?
2943.50,2953.50,CHI,どこ開避の? 開会のどれ? お虫があるんちゃう 母さんがかまれたで 開会な
2957.50,2959.50,CHI,かかんでいいよ
2963.50,2965.50,CHI,あれや
2967.50,2969.50,CHI,あれ、何さってるの?
2975.50,2981.50,CHI,何それ? ジュース ジュース待てきて
2983.50,2985.50,CHI,ジュース待てきて
2987.50,2989.50,CHI,かぎ
2993.50,2995.50,CHI,かぎ入れるとこそこ
2999.50,3007.50,CHI,楽じゃないよ かぎよ かぎ かぎ
3009.50,3013.50,CHI,かぎ入れるのね お虫があるのね
3015.50,3025.50,CHI,一応アクエリアス持ってきてよ アクエリアス かーじゅ 指が入った? 指が入った?
3027.50,3035.50,CHI,あ あ おいしいね ごくごく
3037.50,3039.50,CHI,おいしいな
3041.50,3049.50,CHI,ちょうれ ロージー飲ましてあげて ロージーごくごく ロージー飲ましてあげて
3051.50,3053.50,CHI,ロージーはえは
3057.50,3061.50,CHI,ロージーはえは 一人でよくばらないで
3065.50,3069.50,CHI,行くぞ 水か
3071.50,3075.50,CHI,水か行くぞ ポン
3077.50,3079.50,CHI,ポン
3081.50,3089.50,CHI,はい、それだよ あれや 母さんちょうだい 水かポンもちょうだい
3091.50,3097.50,CHI,キリイちゃんはまなぎする? まなぎ あ
3099.50,3105.50,CHI,おにぎさんに帽子かぶらしてあげよ 帽子 帽子は帽子かぶらして
3107.50,3113.50,CHI,何も見えないよ 何も見えないよ 何も見えないよ
3115.50,3117.50,CHI,帽子
3119.50,3123.50,CHI,みつみかぶってごらんよ 帽子
3125.50,3127.50,CHI,はい
3129.50,3153.50,CHI,あら かわいい かわいい かわいいみつみ かわい おろ おろ はい、母さん はい はい、どうも おうちだね はい
3159.50,3173.50,CHI,あら、かわいい かわいいな かわいいな いい子 あったらすごいね いい子 おにぎさんかぶして
3177.50,3247.50,CHI,まぶ はい どうも どうも おうちろ そこでみつみ 帽子 あ、かわいい かわいい 今、カラスが乾くはってないだよ カラスが乾いたね カラスがないだね かわ かわ かわ かわいるかな ほら かわがいた かわかがいた かわかがいた かわかいたね 聞こえた? さっきかわかわって言った?聞こえた? かわか はい ちゅうは ちゅう ちゅう あら あら かわ かわ かわ かわ かわ
3251.50,3293.50,CHI,みちみ いないよ ば いないよ ば かわす いないよ ば みちみ いないよ ば いないよ ば はい どうぞ はい ありがとう ありがとう ありがとう ぼし ぼし
3299.50,3323.50,CHI,ぼしじゃないでみじみ いちごやん ぼしどこ行った?ぼしは いちごやん いちご いちご みちみ ぶどうかさん持ってきたはつもりやんのに ないわぶどうが ぶどう ぶどうがないわ つみきつんでちょうだい
3325.50,3339.50,CHI,つみきつんでちょうだい はい つみきつんでちょうだい はい よっしゃ はい さあ
3357.50,3361.50,CHI,ん?乗れるかな できるかな
3367.50,3371.50,CHI,はい はい
3375.50,3395.50,CHI,ちゃんとつんでよ みちみこうやって ほら うん こうやってちゃんとやって みちみはい はい はい よし かかゆで
3397.50,3471.50,CHI,ここを置いて そーっと置いてごらん うおー うおー ほら あー ふざとして ふざとして このやろうみじみ ほら ふざとして ふざとして あー やめて ちゃんとかいさんやってるんやからほら あー うふふ うふふ うふふ じゃあみちみがやってよ 今度 みちみがやってごらん うふふ うふふ うー うー みちみがやって はい うー うー へー はい みちみがやってごらん今度 うー あー しゃっこり出た しゃっこりが出た
3477.50,3595.50,CHI,にこちゃん にこちゃん あー うー ふんふん かゆで はい お手手通して しよらん ふんふん ふんふん みちみ しゃっこり出たからお茶飲んでみる しゃっちゃん飲んでみる あく あく ガーガー ガーガーよ ガーガー はい いいの? 嫌だったら飲んでいいから 嫌だったら飲んでいいから うー うー 嫌だったら飲んでいいよ はい どこ? おもみ見てみるほら 雨止んだかな 雨止んだかな 雨止んだかな 雨が降ってるから おもいかれん だろう 雨が降ってるから あんまり 大丈夫みたいよ 雨降ってるから いかれん 雨が降ってるからね ガーガー ガーガー ガーガー かっかいいって かっかいいって ゃぁてぃぇ どれ どれ どれ 時 俺らめちゃくちゃにするから カンやん なん めちゃくちゃにしたいろ みちみが お帽子めちゃくちゃにしたいろ おもかいさん ここいっぱい落ちてるよ
3597.50,3600.50,CHI,いっぱい落として、掃除してくれへんと
3605.50,3607.50,CHI,ひっくひっく出てるよ
3610.50,3614.50,CHI,これ、カイコのカイコ カイコだこれ
3615.50,3618.50,CHI,カイコ、中にコケシが入ってるよ
3619.50,3621.50,CHI,音が鳴らんで
3622.50,3624.50,CHI,ちょうち、なんか出た
3627.50,3631.50,CHI,痛い 痛い痛い
3632.50,3634.50,CHI,痛い痛いよ
3638.50,3642.50,CHI,はい、道に行く たらって、ボール
3643.50,3647.50,CHI,ガーガー あら、カイルさんがボールの上に乗ってますよ
3648.50,3650.50,CHI,うー
3651.50,3653.50,CHI,ラークシート、オンザ、ボール
3658.50,3659.50,CHI,ガーガー
3660.50,3666.50,CHI,ガーガーがボールにしてる パパ ボール ボールに座ってるね
3668.50,3674.50,CHI,ガーガー これは、ガーガー ガーガーがボールの上に座ってます
3675.50,3677.50,CHI,次は
3679.50,3681.50,CHI,リンゴ
3684.50,3688.50,CHI,見て、それ 見て頂きまーす
3689.50,3691.50,CHI,見て頂きまーす
3701.50,3717.50,CHI,ブーブーは これ、なに? ウッサちゃん、ぴょんぴょん ウッサちゃん、ぴょんぴょん ぴょんぴょん ウッサちゃん、車が座っている ブーブー ブーブー
3719.50,3721.50,CHI,ブーブー
3725.50,3731.50,CHI,ブーブー オーが鳴らしてます これは、チューチューだよ
3732.50,3735.50,CHI,ミッキーマースのチューチューだよ
3738.50,3742.50,CHI,これは何? これ?
3743.50,3749.50,CHI,ニャンニャン はい、ほら、見て ニャンニャンが眼鏡かけてる
3750.50,3755.50,CHI,ニャンニャン、眼鏡かけてる ニャンニャン、眼鏡かけてる
3758.50,3776.50,CHI,ニャンニャン、眼鏡かけてる うんうんうん うんうんうん ニャニャ、メガネかけてる ほら、メガネかけてるよ こっちはかけてないね メガネかけてないね パッと見たら、こっちのニャニャ、メガネかけてるよ ね
3782.50,3784.50,CHI,何がある?
3786.50,3790.50,CHI,あ、たまごちゃん たまごにマフラーかけてるよ
3794.50,3796.50,CHI,たまごにマフラーかけてるね
3804.50,3814.50,CHI,ブーブー ブーブー、豚さん ブーブー、豚さん、ほら ほら 豚を
3816.50,3822.50,CHI,うせちゃんがぼしながか入ったね うせちゃん、ぴょんぴょん ぼしながかに入ったよ
3832.50,3840.50,CHI,あ、トラックがあった トラック いちみなしきなトラック トラック
3842.50,3844.50,CHI,メガネがするよ
3848.50,3852.50,CHI,メガネあったけどな メガネのもちあったけどな
3856.50,3860.50,CHI,わかんないね ないね、ここに
3864.50,3868.50,CHI,メガネがあったのにないね ないわ
3872.50,3874.50,CHI,メガネ
3878.50,3882.50,CHI,メガネ めめ悪い人がメガネかけるんですよ
3888.50,3932.50,CHI,いちみん このミッキー ミニー メガネかけてる メガネ いっしょ ヤンニャンメガネかけてる ミッキーとミニーがメガネかけてる あれ、ミニーちゃん ハート型のメガネしてる? ヤンニャン うん、ヤンニャン ヤンニャン、メガネ メガネ うん もっといっしょ メガネかけてる メガネ ミニーちゃんのパパのメガネかけてるよ メガネ はい、終わりです はい
3932.50,3964.50,MOT,この前 40分で 2時間取れられてましたっけ 40分じゃなくて 60分取れらればいいって って話です 今 60分取れたんですけど うずさんのサラダさん 60分 なんていうか、不納でそれを見られてたら 出してから何かでいいって言う風に 感じて 途中であれどんだったかなって思ったんですけど 今、プリュースに取ったんですよ あれを覗いて
3964.50,3966.50,CHI,あれを覗いて
3966.50,4000.50,MOT,あんまり変わりないでしょ そうです いいですか? あ 実際ね、ダウンでも違うんですよね 3分 2分の1倍か 2分の3倍があるので あの プリュースにどれだけ喋ってくれればいいんですけど やっぱり後半20分 結構出すってですよ どうもありがとうございました よし 次回の動画では またちょっと改めて というのがするかもしれません
4000.50,4002.50,CHI,はい
4004.50,4028.50,CHI,キリンがいいとね なんか 落とすからね プチプチプチプチ いいとか言い出して それは何でしょ プチプチ いいんだけど 何か全然言わなかったね 意味のない言葉を いいです いいです
4034.50,4042.50,CHI,ないない ないない ないない 結構1本でいいんですよね
4042.50,4044.50,MOT,あ
4044.50,4048.50,CHI,そうです、1本取らなかったんで あ、いやそれも挿し上げてもいいんですけど
4048.50,4056.50,MOT,2かまりましたよ あのー せっかく取ったのに また使われますでしょ
4058.50,4060.50,CHI,こっちには
4060.50,4064.50,MOT,撮影のために いや、そっちには
4064.50,4066.50,CHI,その機会何したっけ
4066.50,4070.50,MOT,同じものが 使ってください
4070.50,4072.50,CHI,え、違うんですか?テープが
4072.50,4080.50,MOT,手順が違うんですか? これは違うんですけど 大学でも使えますけど どっちでも
4080.50,4082.50,CHI,よいしょ
4083.50,4091.50,MOT,あのー 赤いピツあります? ちょっと え、赤の方が
4091.50,4093.50,CHI,別に
4093.50,4097.50,MOT,それじゃなくてもいいですか さっきオッパールの時に見てたら
4098.50,4100.50,MOT,ちょっとお聞きしたいことがあったんで
