start,end,speaker,text
367.00,393.00,MOT,卵。これ卵だよ。 これ何すんな? マジで混ぜて。 混ぜて混ぜて。 混ぜて混ぜて。 グリトグラが、混ぜて混ぜて。 何それ? 松ぼっくりや。 松ぼっくりや。 これ何? フライパン。 フライパン。
394.00,398.00,MOT,さあって。 何これ?
401.00,447.00,MOT,鍋。 何ができたかな? あれ、何それ? ろうちゃん。 これは? だちょ。 だちょね。 これは? ライオン。 これは? ワーリー。 これは? ヘビさん。 これは? カメちゃん。 カメちゃんね。 それは何? 何これ? これは? いなしし。 これ何? くまちゃん。 みっちん、これは?
447.00,479.00,CHI,ちゃんちゃん。 ふしゃあぎさん。 これは? リースさんで。 これは? かんぎちゃん。 うん、かんぎさん。 これは? ジョッキン。 かんぎさん。 ジョッキン。 かんぎさんね。 できたかな? わー、美味しそう。 ケーキができた。 さあ、もぐもぐ。
479.00,495.00,MOT,むしゃむしゃ。 こっちも。 みんなワーリーさんももぐらさんも みんなで食べたのね。 美味しかった。 では、おしまい。 終わり。 ちょっと。
497.00,599.00,MOT,これ。 これ。 何がする? これ。 ゾーサーいない。 ゾーサーいないね。 ゾーサーいないね、ここね。 こっちのページに見たら、 次のページに見たら、 あ、いたいた。 いたね。 みんなね、 動物さんが、 いい匂いがしてるから、 何ができるのかな?って言ってきたんよ。 ね。 ご飯。 何ができるのかな?って。 これ。 これね。 何ができるの?みっちぃこれ。 いい匂いが。 ケーキね。 ケーキができるのね。 ケーキ作ってるから、 いい匂いがするからね。 僕にも、 ちょうだいってきたんよ。 もうはい。 ちょうだい、もういいかいって。 もういいかいって。 あ、これは?みっちぃ。 帰る? 帰る? 帰る? 帰るさん。 げっこけー。 げっこげっこやろ。 あ、雨が降っても、 元気? 帰るだね。 これは何? これはもぐら。 もぐら。 もぐらさん。 もぐらさん。 みんなで、 よいしょ。 何できた?これ。 ケーキ。 こっちちょう。
599.00,605.00,CHI,美味しそうね。 美味しそうね。 美味しいな。
605.00,621.00,MOT,父さん。 父さんも、お花で ほんと、お口に入れてるね。 もっと、お口に入れてるね。 美味しそうだな。 いなー。 いなー。
623.00,629.00,MOT,父さんいる。 父さんいるね。 父さんいるね。
633.00,649.00,MOT,いないね。 いないね。 これはぐりとぐらだけになったね。 卵。 卵ね。 卵に割れて、ブブンにしたよ。 卵の乗って、ブブンの乗って。
653.00,665.00,MOT,卵。卵割ったら 殻ができるやろ。 おかしい。 いつも朝悪いやろ。 割って割って、半分に割って。 その殻で、ブブン作ったやつ。
671.00,705.00,MOT,ライオン? ライオン。 顔。 顔。 痛いな。 こっち見よっか。 こっちの本動物さんの絵本。 これ何?これ? トラ。 トラね。 すごいね。 トラ。 トラさん。 これ何? ウサギちゃんやん。 トラ逃げろー! 逃げてるやん、これ。
707.00,785.00,MOT,これは? キリーね。 キリーね。 葉っぱ。 葉っぱ、むしゃむしゃしてるね。 葉っぱ、むしゃむしゃ。 葉っぱ、おいしいなって。 キリンさん。 何?首長いね。 これ全部首よ、道。 キリンの首。 これね。 これは? 蝶ちゃん。 蝶さん。 ブー! ハー。 ハーあるね。 大きいな、ハーだね。 これはね、 昔の蝶さんは豚さんみたいに 短い話してたやつ。 だんだん体が大きくなって、 体が大きくなって、 これ何? 大馬。 大馬ね、島馬。 これは? これは道? 楽だやん。 楽だ。 楽だ。 これ何? アリクイやん。 アリさん食べる。アリクイ。 アリクイ、アリさんを食べる? アリさんの。 アリンコあるやろ? アリンコ食べるやん、この、これは。
787.00,821.00,MOT,これ何? 山嵐。 山嵐。 山嵐。 これ何? 赤い。 赤ちゃん、これ何? 赤ちゃん。 うん、カンガルの赤ちゃん。 カンガルの赤ちゃん、ほら、 ポケットに入ってるよ。 うん。 母さんの中にも赤ちゃん。 赤ちゃん、 赤ちゃん、 もういつ出てくるかな? 楽しみだね。
823.00,847.00,MOT,はい、次は、 これ何これ? ビーバー。 ビーバー。 これ何かな? これ何?道これ? ラッコー。 分かれんしがいね。 ラッコちゃん、ここで、ここで、 カイカイ、カイ、コンコンコンコンコンって カイ、割って食べるね。 むしゃむしゃ、ちってさん。
851.00,861.00,MOT,ラッコ。 これ何かな? これは? ダチョウ。 ダチョウ。 走るのが早いんだよ。
862.00,869.00,MOT,うわ。 カンガル。 うそ。 これを? 小耳が長いの?
870.00,895.00,MOT,うそでしょ。 うそ、これ何?道? ダンガル。 うそ。 うさぎさんやん。 なあ。 うさぎさんやん。 色が似てたな。 カンガルとな。 これは? カンガル。 カンガルじゃないよ。
896.00,909.00,MOT,これキツネ。 キツネ。 コンコンってなくやろう。 キツネ。 コンコン。 あ、これは? これは?
912.00,917.00,CHI,お尻。 お尻。 おさるさんのお尻。
917.00,944.00,MOT,まっかか。 まっかか。 お顔もお尻もまっかか。 お尻やって、これ。 おさるのお尻。 これは? シーカ。 なにこれ? つの。 つのが生えて長いね。 あら、どこ?かいの? かいの。書いてあかんで。
945.00,950.00,MOT,あら、動物の迷路だ。 なにこれ?
951.00,966.00,MOT,これなに? これは? ラッコン? ラッコン。 やって。 やるの? あ、迷路やるってことか。 どこ行くかな?
968.00,971.00,MOT,あ、キリンさんだ。
972.00,978.00,MOT,今度はキリンさん。 カンガル、どこ行く? どこ行く?
979.00,1000.00,MOT,みっちぃ、これなに? これは? じゃじゃん。 うしゃぎさん。 うしゃぎさんのどこ行って、次は? これは? トラー。 かいかいの?書いてあかんで。 トラーさんのどこ行って、みっちぃどこ行く?
1003.00,1011.00,MOT,こっちも。 こっちもメールあるんや。 やるの? じゃじゃん。
1016.00,1018.00,MOT,はい、到着。
1020.00,1030.00,MOT,これなに? にゃんこ。 にゃんこね、こう。 みっちぃ、かいかいの? かいかいのおくすりになってあげるわ。
1038.00,1052.00,MOT,なあがん。 みどがないからなあ。 虫さん入ってくるなあ。 かいかい。 かいかいのあるよ。 はい。 かいかいのあるよ。
1063.00,1065.00,MOT,かいの治るからね。
1066.00,1072.00,MOT,かいたか? かいたら血が出てくるんだよ。 血が出てきて、痛い痛いになるよ。
1079.00,1091.00,MOT,みる。 なにみる? みえてる。 みっちぃ、みえてるよ。 こっちこっちこないみっちぃ。 こっちこない、見えへんよ。
1092.00,1094.00,MOT,みっちぃ、ほら。
1099.00,1101.00,MOT,こっち。
1103.00,1109.00,MOT,動物。 動物。 動物行ったね。
1110.00,1119.00,MOT,動物行ったね。 それはドラゴンだ。 かいじゅう。 かいじゅう、かいじゅう。
1120.00,1127.00,MOT,これは? ゴーバー。 トラシマジローな。
1128.00,1130.00,MOT,ちがうちがう。
1131.00,1135.00,MOT,ちがう? シマジローよ。
1137.00,1139.00,MOT,バブ。
1141.00,1149.00,MOT,みっちぃ、かんらんしゃもあるかな? かんらんしゃどこかな? かんらんしゃある? ほら、これ。
1150.00,1153.00,MOT,ね? これなに?
1155.00,1157.00,MOT,かんらんしゃやね。
1161.00,1167.00,MOT,こっちに。 こっちに。 かんらんしゃね。
1168.00,1171.00,MOT,くるくる。
1175.00,1185.00,CHI,なんですか? なんですか? なんですか? なんですか? いや。
1187.00,1196.00,MOT,みっちぃ、きのう、父さんとどこ行ったん? きのう、父さんとお家見に行ったやろ? これ。 お家。
1197.00,1218.00,MOT,江戸東京建物園行ったやろ? これ。 ポール。 これ。 椅子。 これ。 電気。 これ。 ポール。電気だ。電気。電気。 お家。
1224.00,1232.00,MOT,父さん、お家見たかったよ。 みっちぃがごじるから途中で帰ってきた。 投げてたぜ。
1235.00,1237.00,MOT,いさない本見よっか。
1241.00,1245.00,MOT,本当に。 なに?
1246.00,1252.00,MOT,あれ、持ってきて。 おもちゃの名本。 おもちゃの名本持ってきて。
1258.00,1264.00,MOT,なにすんなよ。 なにすんなよ。 やめて。
1266.00,1272.00,MOT,みっちぃの赤ちゃん、どこ? こっちぃ。 みっちぃの赤ちゃん。
1272.00,1278.00,CHI,赤ちゃん、おにゃん。 みっちぃの赤ちゃん。 赤ちゃん、ねえね。
1278.00,1286.00,MOT,ねえね。 寝させてあげて。 みっちぃの赤ちゃん。 みっちぃの赤ちゃんね。
1288.00,1294.00,MOT,あ、嬉しいなって言ってるわ。 みっちぃの赤ちゃん、嬉しいなって言ってるよ。
1295.00,1301.00,MOT,ネジ、あ、ネジ負けた。 すごいね。 ネジ負けて。
1302.00,1307.00,MOT,あ、止まった。 ん? 止まった?
1309.00,1311.00,MOT,ネジ負けて、すごいね。
1313.00,1320.00,MOT,ネジ負け、負け。 ネジ負け、負け。 これ、ねえね。 ん?
1321.00,1323.00,MOT,ネジ負け、負け。
1325.00,1327.00,MOT,みっちぃ、ほら。
1331.00,1362.00,MOT,こっち。 こっち。 こっち? これ。 え? 何ミミが言ったの? これ、これ。 っててね。 っててがあるね。 これ、これ。 イルカさんも。 フェアの手、コレ。 誰の手か、これ誰の手? 誰の手かね、今ね。 うん。 誰かの手よ
1369.00,1372.00,MOT,なにがいますか?写真他に何がある?
1374.00,1375.00,MOT,はい、見せて
1380.00,1385.00,MOT,はい ん?誰? こい ご飯食べてるね
1387.00,1389.00,MOT,おしゃれしたのね、せーの
1391.00,1392.00,MOT,へい
1393.00,1397.00,MOT,誰これ? これ これ 誰?
1399.00,1401.00,MOT,バーチャーの? バーチャー
1402.00,1403.00,MOT,これは?
1404.00,1407.00,MOT,大丈夫じゃん うん、大丈夫さ
1408.00,1410.00,MOT,うっち、うっちな
1411.00,1413.00,MOT,うっち 母様?
1415.00,1416.00,MOT,とかね
1421.00,1422.00,MOT,みたいな
1424.00,1426.08,MOT,うちの 真的很大丈夫
1429.08,1437.00,MOT,うちの うちの うちの うちの そら そら そら そら
1438.00,1440.00,MOT,そら そら
1444.00,1445.00,MOT,そら
1446.00,1577.00,MOT,そら そら そら ★スーちゃん、これ見っちりじゃないな★ ★スーちゃん、覚えてる?スーちゃん、スーちゃんの写真あるかな?★ ★スーちゃん、スーちゃんあるかな?★ ★カメラの金魚があるよ★ ★スーちゃん、おった!これ誰?スーちゃんよ★ ★ボールの取り合いしたよね★ ★スーちゃん、ミッチに貸してくれんかったね★ ★いろかさんが触ろうとしてるよ★ ★誰の手かな?★ ★タッチャー★ ★タッチャーいたね★ ★タッチャーと何の歌?ミッチ★ ★電車のったね★ ★タッチャー、いいよ!www ★気をつけようよ、スーちゃん★
1577.00,1592.00,CHI,★サボって30日間、スーちゃんとハイドソーやりませんでした OK?★ ★サボって30日間、スーちゃんとハイドソーやりません★
1592.00,1674.00,MOT,★花火★ ★みっちぃ、おもちゃのおもちゃを作ってきてね★ ★おもちゃ大好き★ ★みっち、買いにゃー★ ★みっちぃ、1位から10位まで数えよう★ ★読むの?★ ★たまご★ ★たまご部分★
1674.00,1706.00,CHI,★えほ、えほってたまご運んでるよ★ ★どんぶり開いに行きました★ ★大きな卵★ ★ケーキを作りましょう★
1706.00,1760.00,MOT,★おばあぶ、おばあぶ★ ★ケーキ作るよ★ ★おばあぶ、おばあぶ★ ★リス★ ★鶏★ ★シーカー★ ★たまご使い終わったので、部分になったね★ ★おばあちゃんがいっぱいあるよ★
1761.00,1784.00,MOT,★ケーキ★ ★みんなも食べていいよ★ ★ラユンカー★
1784.00,1801.00,CHI,★みのしそうね★ ★もぐもぐ★
1801.00,1976.00,MOT,★おばあちゃん★ ★いなしし★ ★ケーキ★ ★ケーキをしそうね★ ★みんなで仲よく分けて食べてますよ★ ★これ★ ★ハリモグラ★ ★ハリモグラ★ ★ハリモグハリ★ ★ケーキ★ ★おばあちゃん★ ★おばあちゃん★ ★みんないないね★ ★グリトグラ★ ★もういいかい★ ★まただよ★ ★もういいかい★ ★まただよ★ ★もういいかい★ ★もういいよ★ ★ゾウさん、どこかな★ ★おった★ ★寝てきた★ ★見たね★ ★いいよ★ ★みっちぃが探して★ ★お母さん★ ★すんだよ★ ★何探す?★ ★カバー★ ★カバーおるかな★ ★カバーさん、もういいかい★ ★カバーさん、おる?★ ★もういいかい★ ★まただよ★ ★だっき★ ★おもおも★
1976.00,1983.00,CHI,★おもおも★ ★ひちひちひち★
1983.00,2119.00,MOT,★おもおも★ ★こそばやん、かんだら★ ★みっちぃはもう★ ★お野菜のホンミル★ ★お野菜のホンミル★ ★お野菜のホンミル★ ★お野菜じゃなかったね★ ★これ見る?★ ★これ何?★ ★パンダ★ ★パンダさん、おったね、動物に行った時ね★ ★寝にしだね★ ★みみはってやってた?★ ★みみはってやってた?★ ★みみぞうさん、おすなふたぼ★ ★これは?★ ★もぐもぐ★ ★おにいちゃんがパンダちゃんに餌あげようとしてるよ★ ★パンダの餌はささの葉です★ ★寝にしてるね★ ★パンダちゃん、ごろんごろんしてたね★ ★これは?★ ★ごわら、おりこわらさん、ちぃ★ ★パンダ★ ★うさぎ、こわら★ ★これは?★ ★これは何?★ ★白くま★ ★ゾウちゃん★ ★何?★ ★ゾウちゃん★ ★ゾウちゃんじゃないよ★ ★これ何?★ ★ちぃ★ ★びっくりした?★ ★結構、結構★ ★おさるさん、おさるさん、寝ね★
2119.00,2129.00,CHI,★みっちん寝ね★ ★ハッピー★ ★ハッピー★
2129.00,2133.00,MOT,★ハッピー★
2134.00,2160.00,MOT,★おうくん★ ★おうくん★ ★おうくん★ ★おうくん★ ★いない、かまんとって★ ★かまんとって★ ★ききちゃんのお見せ屋さんの方、見てきたのかな?★
2161.00,2211.00,MOT,★みっちん、これは?★ ★レッシング★ ★レッシング★ ★やだ、嫌だ★ ★レッシング★ ★先t�부터ほとんど发られたパミュロー★
2215.00,2228.00,MOT,★一気に踊っているよ★ ★小兄さんと一緒に踊ってるね★ ★ドレミファレッシャがれるよ★
2228.00,2248.00,CHI,★さぁ始めるよ★ ★キタキタ鳴らしてパッパッパ★ ★スーパーチンコー★ ★ドレミファーシュシュシュシュバイバイバイ★ ★ドレミファーシュシュシュちゃん★
2248.00,2298.00,MOT,★ミッチもちゃんおいて★ ★やるよ★ ★おういー★ ★言うか言うか?言わないでよ★ ★ミル★ ★ミッチこっち来たら誰も見えへん★ ★ミルやな★ ★ミルミル★ ★ミルミル★ ★ミッチ、違う写真出てきた★
2299.00,2323.00,MOT,★チンパンジー★ ★ミッチ、おしゃろしゃろ見せてあげてるよ★ ★トウタ君と動物に行った時のよ★ ★タッチャー★
2324.00,2348.00,MOT,★タッチャー★ ★ミッチ、おまま★ ★ミッチ、おまま★ ★ミズイちゃんのまま★ ★ミズイちゃんのまま★
2349.00,2373.00,MOT,★ミズイちゃんのまま★ ★ミズイちゃんのまま★ ★お茶★ ★お茶飲む?お茶はこのあるよ★ ★お茶★
2373.00,2378.00,CHI,★ミッチのお茶★
2379.00,2384.00,CHI,★ミッチ、お茶★
2384.00,2445.00,MOT,★ミッチ、お茶★ ★お茶★ ★アッパンマン★ ★バイキーマン★ ★バイキーマン★ ★アンパンマン★ ★アンパンマンは正義の味方だよ★ ★ダイレロー・ルーミッチ★ ★ショーク★ ★トウタ君のまま★ ★トウタ君のまま★ ★ミズイちゃん★
2445.00,2455.00,CHI,★ミズイちゃん★ ★ミズイちゃん★
2455.00,2460.00,MOT,★おみみ★
2461.00,2482.00,MOT,★お母さん★ ★お母さん★ ★ミズイちゃん★ ★お母さん★ ★お母さん★
2482.00,2486.00,CHI,★お母さん★
2487.00,2511.00,MOT,★ミッチ★ ★お母さん★ ★ミッチ★ ★お母さん★ ★アタパッパ★
2512.00,2537.00,MOT,★お母さん★ ★お母さん★ ★お父さん★ ★お父さん★ ★ミッチネンネ★ ★おめめ★
2538.00,2546.00,MOT,★ミッチ赤ちゃん★ ★ミッチネンネ★
2546.00,2559.00,CHI,★お父さん★ ★スーツ★ ★スーツ★
2559.00,2755.00,MOT,★スーツ★ ★かゆい★ ★かゆい★ ★お母さん★ ★かゆい★ ★かゆい★ ★かゆい★ ★わっ★ ★まくろ★ ★元気★ ★わっ★ ★お兄ちゃん★ ★お兄ちゃん★ ★お兄ちゃん★ ★ちんちん★ ★ちんちん★ ★お父さん★ ★ちんちん★ ★お父さん★ ★お父さん★ ★テング★ ★ペロカ★ ★椅子★ ★お母さん★ ★お母さん★ ★お母さん★ ★お母さん★ ★お母さん★ ★大きいって★ ★大きいって★ ★お母さん★ ★大きいって★ ★小さいって★ ★開けて★ ★小さいって★ ★おでこに★ ★あんまも★ ★おでかに嗝い★ ★お的き滿★ ★兵士★ ★テンガ★ ★わか Theno★ ★用意★ ★テンつくテン★ ★できた★ ★おそびすんの?★
2757.00,2785.00,MOT,★おうぎいて、小さいて、ひろげてあわせてたたいて★
2786.00,2823.00,MOT,★おでこにててて★ ★ほっぺたにててててててててしててててててて★ ★手を打てば、天下でできて、天作って★
2836.00,2846.00,MOT,★ミッチが赤ちゃんとするか★ ★赤ちゃんとするか★
2846.00,2855.00,CHI,★赤ちゃんしようって★ ★赤ちゃんは入ってくるか?★
2855.00,2863.00,MOT,★おれは、おれをやるよ★
2871.00,2879.00,MOT,★おれは、おれをやるよ★
2885.00,2897.00,MOT,★おれは、おれをやるよ★
2898.00,2905.00,MOT,★おれは、おれをやるよ★
2906.00,2937.00,MOT,★こっち★ ★パドのお母さんが、ハイシャさんのやって★ ★おれは、おれをやるよ★
2957.00,2967.00,MOT,★赤ちゃんにどうするの?★
2987.00,3015.00,MOT,★おれは、おれをやるよ★ ★みみりん★
3016.00,3055.00,MOT,★おかしい★ ★あやのお姉さん★ ★あやのお姉さん★ ★ハがあるね★ ★いっぱいあるね、みみりん1個しかないね★
3066.00,3089.00,MOT,★ゆうげんち★ ★なんだ?★ ★いたいな★
3090.00,3104.00,MOT,★むしさんがいたから、パッて殺そうと思ったよ★
3105.00,3120.00,CHI,★タイヤは?★ ★あった★
3121.00,3142.00,MOT,★タイヤだ★ ★飛行機乗って、おそら飛んで、宇宙まで行くよ★
3143.00,3162.00,MOT,★お姉ちゃん、タイヤを見てるね★ ★大きいね★
3173.00,3179.00,CHI,★きねー、いたいよね★
3179.00,3296.00,MOT,★前髪食べたね、前髪着ろうね★ ★ヘビー、あ、ヘビーに行ってるけど、それ、共流よ★ ★エビー、あ、ヘビーさんと見えるけど、ちょっと違うね★ ★あ、ヘビーに行ったよ★ ★こそば、みっちんやったのか★ ★こそばやろ★ ★もっとすんな?★ ★こっち★ ★こそばやろ★ ★ヘビー、あ、いたいよ★ ★苦しいよ★ ★痛いかな?★ ★肩もみもして★ ★痛かった?★ ★ビデオ終わりかな?★ ★あ、みっちんドアップ★ ★おまいま★ ★ちゃん、かわい★
3297.00,3372.00,MOT,★マイクに向かってしゃべって★ ★怖い!★ ★マシマシ言って、はしきよ、ハロー★ ★あちちちちち★ ★太陽★ ★みみりん★ ★ぶーぶー★ ★トリッピーやろ★ ★なんか★ ★なんか何?★ ★ひっぱらのとても、おまえ★ ★痛いよ★
3373.00,3581.00,MOT,★なに?★ ★ひっぱらのとて、どこ行くの?★ ★お手手にして★ ★だっちするから、ひっぱったら立ちできるよ★ ★原子児★ ★おしゃれさん★ ★人間は、おさるさん★ ★かる★ ★エビ★ ★キババ★ ★魚★ ★おはし★ ★おはし★ ★おはし★ ★ゾウさん★ ★ゾウさん★ ★つのある?★ ★ゾウさん、キバ★ ★ゾウさん、キバやろ★ ★アイウン★ ★アイウン★ ★みっちぃ、英語の歌を歌おうか★ ★英語のなぁ、ビデオ★ ★みっちぃ、じゃあカマさんを歌うとあげるから★ ★英語のビデオを、ちょっと待って★ ★みっちぃ、ビデオを見てみよう★ ★あと3分、みっちぃ、もうちょっとよ★ ★みっちぃ、もうちょっとよ★ ★ママとトントン★ ★ママとトントン、どこやった?★ ★ママとトントン、卵、卵ひっつけて★ ★包丁、どこ行った?★ ★みっちぃ、包丁、そらん?★ ★包丁あった★ ★お野菜どこかな?★
3581.00,3595.00,CHI,★お野菜どこかな?★ ★ニンジンさんあった★
3595.00,3800.00,MOT,★お野菜どこに直した?★ ★お野菜あこかな?みっちぃ★ ★お野菜どこにあった?★ ★お野菜どこにあった?★ ★お野菜どこにあった?★ ★リンゴあった★ ★リンゴあった★ ★リンゴあった?★ ★リンゴあった?★ ★そっきあったのかな?★ ★お野菜どこにあった?★ ★お野菜どこにあった?★ ★お野菜どこにあった?★ ★お野菜どこにあった?★ ★卵の真ん中ないよ★ ★お野菜どこにあった?★ ★全部出そうか★ ★卵卵の真ん中ないよ★ ★ひょうたん★ ★みっちぃ★ ★短い間にしらせ★
3801.00,3844.00,CHI,★終わり★ ★みっきて★
3844.00,3909.00,MOT,★おかえも★ ★おもしさんが行ったよ★ ★おつかいに★ ★回ったね★
3910.00,3990.00,MOT,★回った★ ★キリキリキリ★ ★おまいパ★ ★みっちんの★ ★みっちんの★ ★みっちんのマイク★ ★おつかいいってらっしゃい★
3990.00,4003.00,CHI,★おかたつけ★
4003.00,4093.00,MOT,★おまいパ★ ★おまいパ★ ★おまいパ★ ★おうきょう★ ★おうきょう★ ★みっちんも★ ★みっちんも★ ★おうきょう★ ★おうきょう★
4094.00,4153.00,MOT,★おまいパ★ ★おかたつけ★ ★古い楽しみ★ ★おうきょう★ ★おうきょう★ ★おうきょう★
