start,end,speaker,text
348.00,349.00,MOT,機械が入っているので、
350.00,354.00,MOT,結構、 逃げるのに ここは 待ちに来ました。
355.00,358.00,MOT,いいですか? いいですね。 すみません。
361.00,362.00,MOT,申し訳ない。
362.00,365.00,CHI,いや、 うるさいね。 うるさいね。
366.00,370.00,CHI,アイちゃん、 こっちにおいてみよう。 アイちゃん、 この辺に行って。
378.00,379.00,MOT,何をしてるの?
380.00,381.00,MOT,何をしてるの?
382.00,383.00,MOT,何をしてるの?
384.00,385.00,MOT,何をしてるの?
394.00,395.00,CHI,何をしてるの?
401.00,402.00,CHI,え?
403.00,405.00,MOT,一見の間に 一番よく喋るって
406.00,407.00,MOT,いや、
407.00,410.00,CHI,でもね、 同じことだけ かしか言えないですよ。
411.00,412.00,CHI,かだけ。
412.00,414.00,MOT,クックって さっき聞こえました。
415.00,419.00,CHI,かっかにある。 かっかって かってなんですか? うん、
419.00,420.00,MOT,かっかなんですよ。
420.00,422.00,CHI,クックのこともね、 かっかって
422.00,424.00,MOT,クックって言ってたよね。 あ、ときだけ。
424.00,426.00,CHI,ときだけクックって 見えないであった。
432.00,434.00,MOT,では、 やり直しです。
436.00,441.00,MOT,4 3 2 1 マーク。
448.00,452.00,CHI,もしもししてもらう? もしもししてもらう?
454.00,455.00,CHI,もしもししてもらう?
468.00,470.00,CHI,5 6
473.00,474.00,CHI,もしもししてもらう?
477.00,478.00,CHI,これ、
480.00,481.00,CHI,みじみ?
482.00,484.00,CHI,もしもしこっちでもあるよ。
485.00,487.00,CHI,ニャニャ、 こんにちはって。
488.00,494.00,CHI,ニャニャ、 こんにちはって。 あ、これ、 何でやるでしょうかな? うるさいから。 アデックス取ればいいんや。
499.00,502.00,CHI,ニャニャ、 こんにちはってしてもらう。 6
510.00,512.00,CHI,みじみ? きていちゃん。
513.00,514.00,CHI,きていちゃんのお店屋さん。
515.00,516.00,CHI,はい。
517.00,518.00,CHI,お花屋さん。
519.00,521.00,CHI,お店の中はお花でいっぱい。
524.00,526.00,CHI,赤いお花を探してください。
528.00,529.00,CHI,何?
530.00,535.00,CHI,きていちゃんどれ? きていちゃん。 きていちゃん。 きていちゃんどれ? きていちゃんは?
538.00,539.00,CHI,くまさんは?
540.00,543.00,CHI,くまさん。 くまさん、この人、くまさん。
549.00,550.00,CHI,ほら、わんま居た。
560.00,562.00,CHI,お花どれお花。
568.00,572.00,CHI,きていちゃん。 きていちゃん。 きていちゃんかわいいね。
573.00,575.00,CHI,ちゅってうわ、ちゅってぅうう。
576.00,578.00,CHI,みじみさん、ちゅってぅうう。
580.00,583.00,CHI,ちゅってぃゅうう。 おもちゃ屋さん。
584.00,586.00,CHI,おもちゃがいっぱい。 どれがいいかなって。
589.00,596.00,CHI,これは何屋さん? これは、平岡さん ブーブー、ブーブー、これ
597.00,600.00,CHI,おもちゃさんのブーブー、これ
604.00,607.00,CHI,くるくるは、これ道路のへんにまるね
608.00,610.00,CHI,メリーゴーランド
612.00,616.00,CHI,くるくるは、くるくるくるくるーは ブーブーは
618.00,620.00,CHI,くるくるは、くるくるくるーって
627.00,633.00,CHI,じゃあ、ブーブー見ようか ブーブーのおへん見る はい、ブーブーのおへん
636.00,638.00,CHI,ブーブーは、ブーブーって
639.00,641.00,CHI,中号車を持ちだよね
642.00,644.00,CHI,ブーブーって
649.00,657.00,CHI,飛行機は、飛行機 飛行機どこかなー 飛行機あったほら 飛行機 飛行機 飛行機なんて帰るよね
663.00,665.00,CHI,飛行機ブー
672.00,677.00,CHI,ここね 危ね起きだー 危ねなんてね、島帰るね
682.00,689.00,CHI,来ていちゃう 来ていちゃう 来ていちゃう、どこにいる? 来ていちゃう ブーブー これはブーブーやろ? 来ていちゃうの?
690.00,691.00,CHI,来ていちゃうの?
692.00,695.00,CHI,うん、来ていちゃう 来ていちゃう 来ていちゃう
700.00,701.00,CHI,これで何これ
704.00,706.00,CHI,おすな運ぶなこれで
707.00,709.00,CHI,ダンプトラック
711.00,712.00,CHI,ダンプトラック
713.00,715.00,CHI,これ飛行機のね車
716.00,718.00,CHI,トーイングトラクターだって
720.00,723.00,CHI,飛行機を決められた箸まで運ぶの
725.00,728.00,CHI,これ電車チンチンチンよ 電車チンチンチン
729.00,730.00,CHI,一回
731.00,733.00,CHI,電車JR山のペシャン
741.00,742.00,CHI,パトカパトカ
754.00,759.00,CHI,ブーがどれブー これ飛行機? 飛行機ブー ね
760.00,761.00,CHI,飛行機ブー
762.00,763.00,CHI,来ていちゃう
764.00,766.00,CHI,来ていちゃうどこにいる? 道路
773.00,775.00,CHI,おすな運ぶの ダンプトラック
776.00,780.00,CHI,クック クックじゃないよ クックは みっちむクックはこれ
781.00,783.00,CHI,クックほらクック クックでしょ
784.00,786.00,CHI,クックアイアンクル クックでしょ
789.00,790.00,CHI,これはプーさん
795.00,796.00,CHI,中下になる
803.00,804.00,CHI,いいかいいかして
805.00,807.00,CHI,いいかいいか クック
808.00,809.00,CHI,1ミリ
810.00,812.00,CHI,パワーショベル パワーショベル
814.00,819.00,CHI,クック じゃあニャニャ見ようか ニャニャほら ニャニャ ニャニャ
820.00,822.00,CHI,ニャニャこんにちは
823.00,824.00,CHI,ニャニャこんにちは
826.00,827.00,CHI,パワーんだよ
828.00,829.00,CHI,これ何これ何
830.00,833.00,CHI,これ何 パワー パワー
836.00,840.00,CHI,ニャニャです 僕はパワーいいんだよ ニャニャ
843.00,844.00,CHI,ライオンさんだ
845.00,846.00,CHI,ライオンさんだ
849.00,851.00,CHI,これ何 これは何
852.00,853.00,CHI,これはワンマン
854.00,855.00,CHI,これはワンマン
857.00,858.00,CHI,これ何もんね
859.00,860.00,CHI,ねえ、動物にいたね
861.00,863.00,CHI,ブルブル ブルブル
866.00,868.00,CHI,ニャニャも ニャニャどれ
870.00,871.00,CHI,ブルブル
872.00,873.00,CHI,ライオンさん
874.00,876.00,CHI,ライオンさん パワーって感じ
877.00,879.00,CHI,パワー パワー
882.00,883.00,CHI,ブルブル
888.00,889.00,CHI,んーいいよ
891.00,893.00,CHI,ブルーよ、それがブルブル
895.00,900.00,CHI,ライオンさんが来ました ライオンさんが来ました ライオンさんが来ました ライオンさんが来ました
903.00,907.00,CHI,ジョーさんは ジョーさんは パワーって言うね パワー
910.00,911.00,CHI,こんにちは
912.00,915.00,CHI,こんにちは イチミちゃん こんにちは
916.00,917.00,CHI,こんにちは
918.00,919.00,CHI,もしか
920.00,922.00,CHI,もうなに?電池取ったからならないよ
923.00,924.00,CHI,電池取ったからならないな
926.00,931.00,CHI,イチミ もしもしって、もしもしって はい もしもし
932.00,933.00,CHI,もしもし
935.00,937.00,CHI,痛い痛い 痛い痛い
939.00,940.00,CHI,痛い痛いよ
942.00,943.00,CHI,痛い痛い
944.00,948.00,CHI,イチミ、それってするんじゃない? かして かして はい、どうも
949.00,950.00,CHI,かして
951.00,952.00,CHI,痛いな
953.00,955.00,CHI,痛い痛いよ 痛いよ
956.00,957.00,CHI,痛いからかして
958.00,959.00,CHI,はい、かして
960.00,967.00,CHI,ありがとう もしもししよ もしもし え? もしもし え? なに?
970.00,972.00,CHI,痛いでしょ、そんなことしたら
973.00,977.00,CHI,イチミ、おもちゃがいっぱいあるよ イチミ ほら、押してちょ
978.00,979.00,CHI,いいな
980.00,986.00,CHI,押してちょ、いいな うん うん うん うん
988.00,991.00,CHI,何て書いてんの? 押してちょ
996.00,998.00,CHI,かしもしないし、いいね
999.00,1000.00,CHI,いいやな
1001.00,1003.00,CHI,痛いでしょ そうね
1009.00,1011.00,CHI,イチミ、イチミ、イチミ
1013.00,1015.00,CHI,うん、こんにちは
1024.00,1026.00,CHI,おめめ、どこおめめ?
1027.00,1028.00,CHI,おめめは?
1031.00,1032.00,CHI,おめめは?
1036.00,1037.00,CHI,何してるのかな?
1038.00,1039.00,CHI,何してるのかな?
1042.00,1043.00,CHI,うん
1047.00,1048.00,CHI,食べないの?
1050.00,1053.00,CHI,食べないの? イチミ ほら
1060.00,1063.00,CHI,クック箱か、クック ほら、クック
1064.00,1065.00,CHI,クックー
1066.00,1069.00,CHI,クックー あら、もう入らんかな?
1070.00,1075.00,CHI,クックー あ、入った ここ入ったよ ちょっとちっちゃいやもう
1077.00,1078.00,CHI,入っていいな
1079.00,1080.00,CHI,ここ入っていいな
1084.00,1086.00,CHI,イチミ、老字が遊ぼうって
1089.00,1091.00,CHI,いや、クック取る?
1092.00,1094.00,CHI,うん うん
1095.00,1100.00,CHI,分かったから、これ何? うん はめてあげるよ
1102.00,1103.00,CHI,クック
1109.00,1113.00,CHI,イチミ、ニャニャこんにちはすれば ニャニャこんにちはって
1114.00,1116.00,CHI,ニャニャこんにちは
1121.00,1127.00,CHI,クック あいなクック 同じ、同じじゃないよこれクマさんよ
1128.00,1129.00,CHI,クマさん
1130.00,1131.00,CHI,クック
1133.00,1137.00,CHI,クック入ってやるけば クック入ってやるけば
1140.00,1141.00,CHI,ニャニャ
1142.00,1143.00,CHI,ニャニャよ
1145.00,1147.00,CHI,ニャニャのところ
1148.00,1149.00,CHI,キチィちゃん
1154.00,1157.00,CHI,イチミ、バンバン バンバン
1158.00,1160.00,CHI,バンバン クック取る?
1161.00,1163.00,CHI,クック取る? 取る?
1165.00,1167.00,CHI,スペルから取ったげよ
1168.00,1169.00,CHI,ないねー
1170.00,1172.00,CHI,ないねー アイちゃん
1173.00,1177.00,CHI,なに? アイちゃん、アイちゃん アイちゃんいるここに アイちゃんいるよー
1178.00,1179.00,CHI,アイちゃん
1181.00,1183.00,CHI,アイちゃん アイちゃん
1184.00,1188.00,CHI,アイちゃん アイちゃん、一個一個して
1191.00,1193.00,CHI,アイちゃん、立ちしよう
1194.00,1196.00,CHI,うーわ、おかげろー
1200.00,1202.00,CHI,タイちゃん押さえるする?
1209.00,1213.00,CHI,アイちゃん、アイちゃんの方小さいね 道によるのは小さいじゃない?
1215.00,1289.00,CHI,★アイちゃん、おやつを食べるよ★ ★アイちゃん、アイちゃんに入ってくれよ★ ★アイちゃん、アイちゃんに入ってあげよ★ ★おかたづけして、おかたづけして、おかたづけして★ ★先鋪き、スーシー、スーシー★ ★パンして、パンして★
1310.00,1330.00,CHI,★キティちゃん、どれ?キティちゃん★ ★ダンボちゃん、見つけたよ、ダンボって★
1331.00,1397.00,CHI,★パン、パン、パン★ ★クック、クック、クリスマン★ ★どこにクックがあるの?何がクック?どれがクック?クックないよ★ ★コンマちゃん、ぶどがぶど★ ★キンゲさん、ぶっかぶっかぶっかぶっか★
1406.00,1420.00,CHI,★こんにちは、クック★
1421.00,1433.00,CHI,★おかたづけして、パン、パン、パン★
1434.00,1454.00,CHI,★ミニちゃん、明日行くよ★ ★ミニちゃん、ミニちゃん、明日行くよ★
1455.00,1465.00,CHI,★ミニちゃん、ミニちゃん、ミニちゃん、ミニちゃん★
1466.00,1501.00,CHI,★パン、パン、パン、パン★ ★クック、クック、クック★ ★キティちゃん、もっと使いに行ってかかさ★
1522.00,1599.00,CHI,★キティちゃん、もっと使いに行くよ★ ★いい顔、もしもらえ、いい顔★ ★こんにちは、としたら、こんにちは★ ★ミニちゃん、ミニちゃん、ミニちゃん、ミニちゃん★ ★クック、クック、クック★ ★スイカは、スイカ★ ★スイカで、ボール★ ★スイカの中に、スイカが入っているよ★
1600.00,1651.00,CHI,★スイカ、美味しい?★ ★美味しいよ★ ★これ、何?イチゴ?スイカでしょ★ ★キティちゃん、キティちゃん★
1652.00,1701.00,CHI,★壊れたの?見ち目が、めちゃくちゃにするから★ ★壊れたの?仕方がないでしょ?★ ★クック、入って、いってらっしゃい★ ★倒れるよ★
1702.00,1717.00,CHI,★いないよ★
1718.00,1749.00,CHI,★いないよ★ ★もういいよ、だし、目が前に★ ★もういいよ★ ★もういいよ★
1750.00,1778.00,CHI,★いないよ★ ★おじおじさん、どこ?おじおじ★
1798.00,1818.00,CHI,★おじおじおじ★ ★おめでた、おじおじ★
1819.00,1842.00,CHI,★おじおじ★ ★おにぎさ★
1843.00,1855.00,CHI,★どれがいい?★ ★これ、違うってやってるよ★
1856.00,2004.00,CHI,★どれ?これ?★ ★どれ?これ?★ ★帽子★ ★いいね、ケルディ★ ★どっちがいいの?★ ★なき虫人形★ ★帽子を取って、帽子を隠してあげて★ ★帽子をぶって、おでかきするな★ ★帽子、みちみ、帽子どれ?帽子★ ★小さいね、みちみ、帽子★ ★帽子★ ★これ、無理でしょ★ ★で、なき虫人形にかけてやるよ★ ★どれ?★ ★どれ?どれ?★ ★同じよ、どれ?こけし★ ★これ?これ?これ?これ?これ?これ?★ バーバーよ、これ。バーバー。 バーバーよ。 バーバーないでしょうね。 ないない。
2008.00,2015.00,CHI,ないないしてないね。 ないないわ。 やっぱり怖い怖い怖い。 ないないしてないない。
2016.00,2018.00,CHI,ないない。
2019.00,2025.00,CHI,どれよ。 おもしろ全部出てくるよ、おにぎりさん。
2034.00,2042.00,CHI,ないないしてないない。 これ? どれ? これいいの?
2044.00,2046.00,CHI,ないないしてないない。
2049.00,2057.00,CHI,どうして取るの? 帽子を 押しかぶしてあげて。 もう一つのに押しかぶしてあげて。
2061.00,2067.00,CHI,これ、同じだ。 同じだ。 同じだ。
2072.00,2086.00,CHI,同じだ。 みじみ、ガーガーどこにいるの? ガーガーが あにるさんが ガガーがいるかな。 ゴーゴーいるかな。 ガガーいた。
2091.00,2092.00,CHI,ガーガーが
2096.00,2098.00,CHI,心�lands
2098.48,2102.00,CHI,年中、
2107.00,2251.00,CHI,にゃにゃにゃにゃにゃ にゃーん これクマさん ガオーって言うね ガオーって言う これは? これは何? なにー 全部出してどうすんの? はぁ おにぎさんが泣いてるよ 遊んでくれないから泣いてるよ 遊んで あーーー 何がパオンって言った? 何がパオンって言った? パオンって言ったよ パオンって言ったよ パオン パオン パオン パオン うわー来たね ババ ババよこれ ん? どれ? ババ ババ ババ んー ババい これ? ん? どれ? これ? これもババ ババ ババ ババ ババ ババ ババ ババ これ? 全部出したらもうないよ ないないよ ないよ ないないあれはね割れるからだめ あれはだめ あれはだめよ 道め あれはメンベよ はいこれあげるじゃん ん? どれよ ん? ん? いや いや メンベよ ん? ん? もしもしいて もしもし バー いないよ バー バー ん? んー これ割れるもん
2253.00,2259.00,CHI,割らんとってよ 割らんとってよ これ割れるよ
2261.00,2263.00,CHI,あら電話がなってるかな
2271.00,2273.00,CHI,いってないね
2277.00,2289.00,CHI,はい よいしょ よいしょ よっち うー うー
2291.00,2303.00,CHI,よっち ブラブラ ブラブラ ブラブラ こったそこ よっちもって
2307.00,2357.00,CHI,いい? いい? ググミや ググミや ゴー ゴー ゴー にゃにゃん にゃにゃん うん くっくん くっくん グラデー にゃにゃん にゃにゃん にゃにゃんこれ ブラブラ ちょうちん ちょうちん 赤い赤い電気は? めちゃめちゃいい 赤い赤い電気よこれ 電気 くっくん ん?
2359.00,2363.00,CHI,赤い赤い電気 待ってんのそれ
2363.32,2413.00,CHI,もういないもんおもちゃ いないいないよ あいみきみ いないいないばーして いないいないばーした ばー いないいない みきみが いないいね ぱっ いないいね ぱ なに? 誰? ★何もないよ★ ★何もないよ★ ★何もないよ★ ★これは壊れるよ★
2414.00,2510.00,CHI,★上地位★ ★壊した?壊してないか★ ★バーバーの上から入って★ ★ここ入って★ ★あれ?カメラ見てごらん★ ★入って入って★ ★ありがとう★ ★クマさん?あれも壊れるよ★ ★道美のもちゃんいっぱいあるよ★ ★いいものにつけた★ ★道美のお好きやるの?これこれこれ★ ★あらあら壊した?あらあらあら★ ★ついか?ついか?ついか?ついか?★ ★どうしよう?どうしよう?★
2511.00,2567.00,CHI,★クック?もう1個壊るよ★ ★おそらりしてよ★ ★それはついか?ついか?★ ★道美、カワカワはどこ?からすわ★ ★あ、壊るの?ちょっと入ってるよ★ ★道美、これね、外履くクックじゃないからね★ ★おうちの中のクックやからね★ ★おうちの中のクック★ ★ちょっと待ってよ★ ★きついよもうこれ★ ★クック入っていいなぁ★
2568.00,2591.00,CHI,★ついか?ついか?なに?★ ★ひなようじんぽんぽん★
2598.00,2652.00,CHI,★いちみりんごは?りんご★ ★あ、かかだ★ ★かかだ★ ★あってしてよ★ ★くんか?ついか?これはからすのか?★ ★ねんね?どこ?ねんね?あいちゃんねんね?★ ★ねんね?うちみもねんね?あいちゃんとねんね?★
2673.00,2689.00,CHI,★どうしよ★ ★おっぱい?★
2689.00,2705.00,MOT,★おうちのやつは?りんご★ ★おうちのやつは?りんご★
2705.00,2716.00,CHI,★おうちのやつは?りんご★ パイパイ飲む?パイパイどれ?パイパイ
2716.00,2719.00,MOT,何と時間かかるんでしょう?
2719.00,2721.00,CHI,いやもうちょっとだけ
2721.00,2726.00,MOT,じゃあちょっとカメラを外してます 僕が行けるといいけど
2726.00,2735.00,CHI,はい、じゃあここで 読んでください パイパイあげよう、パイパイ パイパイ飲もうか パイパイ飲もうか
2742.00,2744.00,CHI,パイパイ
2757.00,2759.00,CHI,パイパイ飲みて行ってね
2763.00,2765.00,CHI,眠いなかった
2772.00,2774.00,CHI,ちょっと待って
2796.00,2804.00,CHI,反対にパイパイ 反対に反対に よしよしよし 反対に反対に
2830.00,2832.00,CHI,パイパイ飲みて行ってね
2860.00,2862.00,CHI,パイパイ飲みて行ってね
2890.00,2892.00,CHI,パイパイ飲みて行ってね
2920.00,2922.00,CHI,パイパイ飲みて行ってね
2950.00,2952.00,CHI,パイパイ飲みて行ってね
2980.00,2982.00,CHI,パイパイ飲みて行ってね
3011.00,3013.00,CHI,おい
3015.00,3017.00,CHI,階段の方見つけ階段
3028.00,3030.00,CHI,あっちこか
3032.00,3034.00,CHI,ないないしないない
3070.00,3072.00,CHI,お疲れ様です。
3076.00,3080.00,CHI,くっかい。 よいしょ。
3087.00,3089.00,CHI,出てきましたよ。
3092.00,3096.00,CHI,まだ、こっちの方がいいです。 お疲れ様です。
3098.00,3102.00,CHI,いいですか? あ、
3102.00,3118.00,MOT,よし。 くっかい。 くっかい。 出た方がいいですか? うーん。 うーん。 待って。 待って。
3124.00,3128.00,MOT,あ、だが、いいですね。 あ、あ、あ。
3132.00,3138.00,MOT,よいしょ。 お疲れ様。 くっかい。
3184.00,3212.00,CHI,おじさんで入院することになりました。 入院だって。 おじさん、 おじさんと パパン。 おじさんのお父さんと おじさんが
3216.00,3220.00,CHI,おじさんになってくっかいの。 おじさんになってくっかいの。
3224.00,3230.00,CHI,おじさんがいいですか? うーん。 くっかい。
3230.00,3255.00,MOT,★マイクを固定しているので、そんな風に言うかも★
3255.00,3280.00,CHI,★マイクのことが好きですか?★ ★お人形さん★
3281.00,3301.00,CHI,★どれ?どれもないよ★ ★これ?これ?これ?★ ★まずいまずい、入って★
3302.00,3431.00,CHI,★自分で取ればいいよ★ ★怖い怖いよ★ ★怖い怖い怖いよ★ ★どれ?これ?★ ★あ!道美の好きなガーガーがいる★ ★道美、舐めたらバーバーよ★ ★バイバイキーンよ★ ★ガーガーが、何もないよ★ ★クマちゃん、これ?★ ★クマちゃん、何もないよ★ ★どれ?何もないよ★ ★どれよ?どれ?★ ★あ!ニャンニャンいる!ニャンニャン★ ★チッコニャンニャンだよ、道美★ ★マニキニコニャンニャン★ ★ニャンニャン★ ★食べたらかんよ、道美★ ★バーバー、上よ★ ★バチン、落ちた!どこ行った?★ ★ないよ、どこ行った?ニャンニャンどこ行った?★ ★ニャンニャン?★ ★どれ?どれ?★
3432.00,3481.00,CHI,★えぇえぇーって、泣いてる★ ★えぇえぇーって、泣いてる★ ★じゃ、現場★ ★ミーダ、ファーダ、レシーサン、ガーレッス★ ★レシーサン、ガーレッス★ ★道美★ ★テンテンテン、テッコテンテン、テッコテンテン★ ★ポンポンポン、ポコポンポンポン、ポコポンポン★
3482.00,3489.00,CHI,★いないないないない★
3489.00,3494.00,MOT,★クック、終わりにしましょう★
3494.00,3509.00,CHI,★終わりだって★ ★はい、いってらっしゃい★ ★クックのボーイ、クック★ ★すいません★
