start,end,speaker,text
477.70,479.70,MOT,アンパンもこっちだ。
479.70,481.70,CHI,パンっている?
481.70,483.70,MOT,パン。
483.70,487.70,CHI,パン、おりこうね。 パン、おりこうね。
493.70,499.70,CHI,こっち向け。 こっち向け。 こっち向いて。
509.70,511.70,MOT,おめでとうございます。
514.70,518.70,MOT,あ、イカオブ、イカ。 イカ屋さんは?
519.70,557.70,MOT,お花屋さん。 おもち屋さん。 裏物屋さん。 ケーキ屋さん。 あ、お酒屋さん。 お酒屋さん。 イカ。 建てがり。 海道も好きやろ。 あじ、昨日初持ったね。 あじも水素、水素を入れてたね。 あさり? はい。 カニさんは? カニさんもチュッキチュッキおったね。 昨日、カニさんチュッキチュッキやってたよ。 タコもだよタコ。 タコもだったね。 それがね、真っ黒居の中にタコもだったよ。
565.70,569.70,CHI,ケーキ屋さん。 ケーキ屋さん。
571.70,573.70,CHI,何?どれ?
573.70,593.70,MOT,何? 何? 何? シカは? シカね。 かきは? かき。 かき、きのは食べた。 あんま食べたね。 食べたというか、出すけどね、うちの場合。
601.70,609.70,MOT,食べた。 食べた。 食べた。 食べた。
609.70,617.70,CHI,食べた。 みろ、ファンの、 めっちゃ、見せるおっただ。 てんぷりあった。
617.70,623.70,MOT,みろちゃんのパパ。 あんやさんだったって、 お菓子屋さんか。
625.70,631.70,MOT,コミューマンさんもいるんで、 あんやさん。 かきま。
631.70,637.70,CHI,かきま。 あんやさん。 かきま。
639.70,658.00,MOT,"おうしまん。 おうしまん。 あいるがうるね、 ケロリーはだって、 ケロリーにはがるんやって 同じ順番ね、周りに。 ケロリーには ケロリーには Nikke, Nikke, Nikke"
658.70,660.32,CHI,今
660.80,664.86,CHI,サー� ber
665.30,671.74,CHI,カーレー うぅぅ!
684.74,686.74,MOT,手その医さんね
686.74,692.74,CHI,やから 体で 体で 体で
702.74,706.74,MOT,さぁ揺れるよーって 揺れるよーって
707.74,710.74,CHI,ねこのように 準備
711.74,713.74,CHI,にゃーお
717.74,720.74,MOT,にゃーお 体いいな? 体いいな? 体に行け
723.74,726.74,MOT,虫身骨下が すごい状態になってるよ
727.74,729.74,MOT,虫身 階段から 階段 階段
730.74,733.74,MOT,階段どっち? 階段どっち?
734.74,737.74,MOT,また先を踊られるよ また先を踊られるよ
737.74,751.74,MOT,階段から上で こっち こっちから上で やっこっこっ 階段 裏から 階段 階段 階段 どこだ? 虫身骨下が 階段
757.74,771.74,MOT,階段 階段 階段 階段 階段 階段 階段
772.74,774.74,MOT,階段
775.74,779.74,MOT,体のお兄さんで 体相のお兄さんで
783.74,785.74,MOT,階段
786.74,788.74,MOT,階段
789.74,799.74,MOT,階段 階段 これね 日々も昔の兄さんなんよ 今のね 佐藤 色道さんとは違うの
800.74,802.74,MOT,日々の兄さん
804.74,819.74,MOT,階段 階段 階段 階段 階段
819.74,821.74,CHI,階段
826.74,828.74,CHI,階段
829.74,831.74,CHI,階段
833.74,837.74,MOT,階段
841.74,846.74,MOT,階段 不思議など捨てない不思議な車
847.74,849.74,MOT,ピーポーピーポードレンジに
850.74,851.74,CHI,ピーポーピーポー
852.74,853.74,CHI,ピーポーピーポー
855.74,857.74,CHI,何か 何か
859.74,864.74,MOT,プレープ ピーポーピーポーと似てるけど これがね、有品車
865.74,866.74,MOT,有品車やるんですか?
867.74,869.74,MOT,赤い色でね、似てるけどね
874.74,877.74,CHI,ガーガーランデー
878.74,879.74,MOT,ガーガーランデー
880.74,881.74,MOT,ガーガーランデー
882.74,883.74,MOT,ガーガーランデー
884.74,885.74,MOT,ガーガー
886.74,888.74,MOT,あ、本の車
889.74,891.74,MOT,アイスクリームやったらアイスクリーム
892.74,893.74,MOT,新幹線
894.74,895.74,MOT,新幹線
896.74,897.74,MOT,後編のバス
898.74,900.74,MOT,古代らのね、 古代らのね、
901.74,902.74,MOT,花子が見つけた
903.74,904.74,MOT,ガーガー
905.74,907.74,MOT,校所作業した
908.74,909.74,MOT,コツ
911.74,914.74,MOT,コーラー カッココタコシナーって
915.74,917.74,MOT,コンコーラー カッココ
918.74,919.74,CHI,クッ
921.74,924.74,MOT,この車すんどけるね、もちもちちゃん じゃん
931.74,933.74,MOT,カンコーラー車
934.74,936.74,MOT,カンコーラー車
938.74,941.74,MOT,次、ペンリングさえやがようか?
942.74,943.74,MOT,ペンリングさえやがようか?
944.74,946.74,MOT,ペンリングさもってきて、ペンリングさ
948.74,949.74,MOT,よっ
950.74,952.74,MOT,マファロシのペンリングさ
953.74,954.74,MOT,始まり始まり
955.74,957.74,MOT,ペンリングとは、今日学びの練習です
958.74,960.74,MOT,なんかなんか上手く読みないなって
961.74,963.74,MOT,すると、お友達のペンリングだな
964.74,966.74,MOT,これ、人生になっていました
967.74,968.74,MOT,ちょっと聞いてくれないの?
969.74,970.74,MOT,お嬢さん
971.74,973.74,MOT,ペンリング、ペンリング気の痛いよ
974.74,975.74,MOT,ペンリング
976.74,978.74,MOT,ミッキーちゃんする、ミッキーちゃんね
979.74,980.74,MOT,ペンリング
981.74,983.74,MOT,ペリングパンは
984.74,986.74,MOT,友達がペリングを助けるために
987.74,989.74,MOT,一緒からね、何を買ったね
990.74,991.74,MOT,とっては、父さん
992.74,994.74,MOT,父さんがお仕事してるね
996.74,998.74,MOT,タコさんが出てきますよ
999.74,1001.74,MOT,タコさんですよ
1002.74,1005.74,CHI,タコにょろにょろにょろにょろにょろ
1006.74,1009.74,CHI,にょろにょろ タコにょろにょろにょろにょろにょろにょろ
1010.74,1012.74,MOT,引っかかったな、ペンリングから食べてやる
1013.74,1014.74,MOT,食べてやるぞって
1015.74,1017.74,MOT,ミッキーちゃんから食べてやるぞって
1018.74,1020.74,MOT,なんすんなよ
1021.74,1022.74,MOT,パコパコ
1023.74,1024.74,MOT,パコパコ
1025.74,1027.74,MOT,パコパコパコパコ
1028.74,1029.74,MOT,怖いよ
1030.74,1032.74,MOT,パコパコパコパコ
1033.74,1034.74,MOT,ミッキー
1035.74,1036.74,MOT,落ちた
1037.74,1039.74,MOT,落ちたよ、ミジミ
1040.74,1041.74,MOT,パコパコパコ
1045.74,1046.74,MOT,なんすんな?
1050.74,1051.74,MOT,落ちる落ちる
1052.74,1054.74,MOT,パコパコパコパコ
1055.74,1057.74,MOT,ちょっとちょっと、ちゃんと持って行きましょう
1058.74,1059.74,MOT,持ってよちゃんと
1060.74,1061.74,MOT,危ないよ
1062.74,1063.74,MOT,大体するよ
1064.74,1065.74,MOT,ほら
1067.74,1068.74,MOT,ねえ
1069.74,1070.74,MOT,ほら
1071.74,1073.74,MOT,強いな
1074.74,1075.74,MOT,今度お母さんの道に祈るわ
1076.74,1077.74,MOT,おまさして
1078.74,1080.74,MOT,道におまさして 母さんの歌
1081.74,1083.74,MOT,パコパコパコパコパコ
1084.74,1085.74,MOT,おもい
1086.74,1087.74,MOT,おまさん、これよおまさ
1089.74,1093.74,CHI,おるばのおやこばから
1094.74,1096.74,CHI,おきれよこ
1097.74,1101.74,CHI,いつでもいい しょーに とっとっとっと
1102.74,1103.74,MOT,くりあるく
1105.74,1108.74,MOT,ミジミ クレアン出したいのか クレアン
1109.74,1110.74,MOT,クレアンのおやかする?
1112.74,1113.74,MOT,はい
1115.74,1117.74,MOT,はい、クレアンのおやかをして
1118.74,1120.74,MOT,あ、ちょっと待って それにか頑張って
1128.74,1132.74,MOT,待って待って 行こう行こう行こう はいはいはい 入って入って入って
1139.74,1141.74,CHI,あ、あかわれちゃった
1142.74,1143.74,MOT,おらじゃー
1144.74,1145.74,MOT,おらじゃー
1146.74,1149.74,MOT,はい おかわしてください
1152.74,1154.74,MOT,それ何、緑? 緑
1156.74,1157.74,MOT,緑
1159.74,1160.74,MOT,あ、あか
1164.74,1168.74,MOT,ちょっと あか 肌色それ 肌色
1169.74,1171.74,MOT,肌色 インク
1173.74,1174.74,MOT,インク
1176.74,1177.74,MOT,インク
1181.74,1182.74,MOT,シーロ
1184.74,1185.74,MOT,シーロ
1187.74,1188.74,MOT,それじゃーよ
1190.74,1191.74,CHI,じゃーよ
1193.74,1195.74,CHI,シーロ シーロ
1199.74,1200.74,CHI,あ、あか
1201.74,1202.74,CHI,あか
1206.74,1207.74,MOT,あか
1209.74,1211.74,MOT,それ何、この緑何色
1214.74,1216.74,CHI,あかいとあか
1218.74,1219.74,MOT,それは
1221.74,1223.74,MOT,それは肌色
1225.74,1226.74,MOT,肌色
1229.74,1230.74,MOT,うわー
1231.74,1233.74,MOT,何でしょ、早い
1235.74,1237.74,CHI,おかたつけ
1239.74,1250.74,MOT,あー ずりずりずり ずりずり あかたつけしたルービー いいね 今日は じゃーじゃー そしたらまた何やん しもり
1256.74,1260.74,MOT,だーだー だーだー だーだーの船
1261.74,1262.74,MOT,だーだーの船
1263.74,1264.74,MOT,何やん
1265.74,1275.74,MOT,なんだよ なんだよ なんだなんだ あかさん一個一個して あかさん一個一個 痛い これ 一見 痛い
1278.74,1280.74,MOT,うしゅびってしゅびって
1284.74,1292.74,MOT,で、一見滑りたいしよか 滑りたい 滑りたい 滑りたいことね 滑りたいわ
1294.74,1298.74,MOT,ねねよ ねねよ
1299.74,1301.74,MOT,ねねよ
1303.74,1310.74,MOT,ねねよ こ、こ、た、こ、ず 何それ
1312.74,1313.74,MOT,何それ
1321.74,1324.74,MOT,あ、痛い サカサマ
1328.74,1349.74,MOT,ね、そんなにねにしながら 本を読まれてるじゃん はい、反対 しかもこれ サカサマ あ、あ、あら? バー あ、あら? 痛い痛い バー 痛い痛い あ、あら? 二見が痛いよ 痛い、あいて サカサマ痛い
1351.74,1352.74,MOT,痛い
1354.74,1357.74,MOT,痛い 痛い、お尽きしな
1358.74,1360.74,MOT,これ、これ
1367.74,1372.74,MOT,はい、回して はい、どうぞ、ありがとう お疲れ様
1373.74,1387.74,MOT,今何時? どれ? これ? 今何時かなー 今はね、9時45分 はい、4時45分 はい、こっち? はい
1388.74,1390.74,MOT,今何時かなー
1391.74,1393.74,MOT,今は10時です
1394.74,1396.74,MOT,今何時かなー
1397.74,1399.74,MOT,11時です
1400.74,1402.74,MOT,何時かなー
1403.74,1408.74,MOT,12時、あれ? 12時は何になって1時になっていない
1411.74,1416.74,MOT,1日と2日 3日 4日 5時
1429.74,1432.74,CHI,どうします? もう足のことがありますよ
1435.74,1437.74,CHI,1500点
1441.74,1443.88,MOT,Senior
1452.74,1477.80,MOT,水の煮込む 私はここにいる やお 私はここにいる さあ
1482.80,1507.80,CHI,私はここにいる すいすい さあ 私はここにいる さあ 私はここにいる
1507.80,1511.80,MOT,私はここにいる
1511.80,1516.80,CHI,さあ
1516.80,1545.80,MOT,おめ やら むく あちぴんとむく おつき おつきさんはどこにあるの? おつきさんはどこ? ここ おつきさんは夜になったら見えるね おそらに見えるね
1545.80,1567.80,CHI,じょうさ じょうさ じょうさ ばらばら じょうさ むく むく じょう
1568.80,1575.80,CHI,うちにちゃんも なわらばりなよ
1575.80,1595.80,MOT,なに? きゅうきゅう なに? きゅうになんもきゅうに きゅうきゅう おかねだおかね あちぼちゅう ちょうちょうちょうちょうちょうちょう
1595.80,1602.80,CHI,なのはりのまで なのまで
1602.80,1619.80,MOT,おめめ おめめやこれ くちこれ おくち うちむくちどれ? くち うちね くち くち うえたいよ おひさん おひさん
1619.80,1623.80,CHI,あちぼって うちむく
1623.80,1650.80,MOT,おくち おくちかいはかい かい かいたよかい こりさがなってよ もう一本なしにょう げつよおり げつよおり おつきちゃんがおむけいたら
1651.80,1667.80,MOT,だんごを食べたくなりました だって ぐちぴんむくの いっしょうが かよび ひゅうふくかじゅうのゆめおみて おねいしょうしてしまいました あんた あんた
1670.80,1690.80,CHI,はっこはっこはっこ はっこはっこはっこはっこ はっこはっこはっこ はっこ こわいこわい はっこはっこはっこ こわいこわい うちむく
1697.80,1718.80,MOT,うちむきしようか うちむき うちむきをつねみよう うちむきはどれ? うちむき なぜ? なぜ? ばっこかおかしあげください おなびください うちむきめ
1720.80,1732.80,MOT,あ!落ちるよ ちょっと 寝風船にしたら ちょっと見て 裏先の風船に取って おちみ
1738.80,1751.80,MOT,なぜかむの? ちょっと ちょっと ちょっと みちみ なぜかむのはあを取れるで ちょっと
1756.80,1767.80,MOT,おねいちゃん おねいちゃんのラダンを 忘れましょうね 外断、しゅうりゃんしゅして 外断、しゅうりゃんしゅう
1769.80,1772.80,MOT,そんなちゃんとおちいしするな
1777.80,1783.80,CHI,しゅう しゅう しゅう
1796.80,1804.80,MOT,あばふきをんだね あばふきをんだね あばふきをんだな あばふきをんだな
1806.80,1810.80,MOT,うちむき みちみ
1812.80,1826.80,MOT,おねいちゃん 電池入るの忘れてるよね ちょっとね 電池入れるね ビポビポ ってなるよ ビポビポビポ
1828.80,1830.80,CHI,ビポビポ
1833.80,1835.80,CHI,グリーンのな
1836.80,1838.80,CHI,ビポ
1841.80,1845.80,CHI,入ってみ 入ってみ
1850.80,1852.80,MOT,ビュビュ
1854.80,1862.80,MOT,マネしなくていいの これがみちみ みちみ ガルタンのマネしなくていいの
1872.80,1874.80,CHI,あ
1874.80,1878.80,MOT,どれ? 帰る?
1879.80,1887.80,MOT,辛い帰るとった 帰るとった ビポビポビポ あ、おいしい
1889.80,1899.80,MOT,これも何? マネさん これも何? ビッタンでしょ? ビッタン?
1900.80,1902.80,MOT,ビッタンして
1904.80,1906.80,MOT,ビッタンして
1907.80,1911.80,MOT,ビッタンしてよ きついつないよみちみ
1918.80,1922.80,CHI,帰る ガルタン
1922.80,1924.80,MOT,ガルタン
1925.80,1933.80,MOT,ひきっぱり ここにも引っ張るの 引っ張るよ 引っ張るよ
1939.80,1949.80,MOT,ゴム引っ張るよ 見て ガー ゴム ゴム
1952.80,1954.80,MOT,うーん
1954.80,1960.80,CHI,早く うーん うーん
1969.80,1973.80,MOT,ちょっとやるか 持ちに行きましょう
1974.80,1976.80,MOT,はい
1978.80,1980.80,MOT,どうぞ、お土産お土産をしようか
1982.80,1984.80,MOT,カバーどれ?
1985.80,2001.80,MOT,カバー カバーさん これは白くまくん きりんちゃん おばさん 島地郎さん トラさん お土産
2002.80,2006.80,MOT,どうぞ どうぞ
2006.80,2010.80,MOT,パン パン
2010.80,2018.80,CHI,パン ニュー ニュー ニュー、お土産をしよう
2023.80,2027.80,MOT,パン、お土産をしよう お土産をしよう
2031.80,2035.80,MOT,お土産、さようなら カバー
2037.80,2043.80,MOT,カバー キリンは? キリン
2045.80,2075.80,MOT,ちょっとバーマンをオールはすないけど バーマンとライオンさんが出てこないよ バーマンとライオンさんが飛んでるって どこかで バーマンとライオンさんが飛んでるよ どこかでいるわ ジョーローでしょ バーマン ジョーローでしょ お土産 お土産 お土産 バーマンとライオンさんが飛んでるよ ニュー ニュー
2075.80,2091.80,CHI,ニュー ニュー ニュー ニュー ニュー バーマン バーマンだよ バーマンだよ
2107.80,2111.80,MOT,バーマンが ケンになってバーマン
2111.80,2115.80,CHI,バーマン バーマン
2115.80,2121.80,MOT,スヌーピーもバーマンだよ 知ってた? スヌーピーもバーマンだよ
2123.80,2125.80,MOT,危ないそのところから残ったら
2127.80,2139.80,MOT,足が咲ける 足が咲ける 悪いやっちゃう あ、ぶちもブーブー帰ってきた ブーブー帰って ブーブー帰ってきて
2145.80,2149.80,MOT,うん 父さん帰ってきたね
2153.80,2163.80,MOT,ブーブー帰り うおー バーマン カッカー カッカー
2169.80,2173.80,CHI,何? 何?
2173.80,2191.80,MOT,扉 ちょっと 一見 飛行機してあげよう ん ちゃぁ や OK
2200.76,2224.66,MOT,障害物さかさした Woo はい、どうする?どうする?どうする?どうする?2個取れないぞ。 ほんと、ごらんごらん。ごらんごらん。ちーちゃん。 よいしょ。よいしょ。
2225.66,2236.66,MOT,食べないぞ。 ね、2か。 何してるんだか。
2255.66,2285.66,MOT,道美がいないよ。 あれ?道美がいないよ。いないよ。 ブーブーやろ。ブーブーある?あれ?ブーブーなんじゃない?ブーブーある? ブーブーある? あ、いないよ。 あれ?あれ? あ、いったいったいったいった。
2285.66,2292.66,CHI,いないよ。ブーブー。いないよ。いないよ。
2292.66,2304.66,MOT,あ、道美がいない。道美、あ、いった。 あ、可愛い。可愛い。 いじめがいないよ。いないよ。
2308.66,2311.66,CHI,あ、いたいたいた。
2311.66,2350.66,MOT,見つけた。道美ちゃん見つけた。 あれ? あ、見て。見て。見て。 手に立ち。 起きして。起きして。 道美、じゃあいないないましょう。いないない。 いないない。 いないない。 道美、道美がいないよ。 いないよ。 あ、いたいた。ちょっと。話すごい。
2351.66,2358.66,MOT,なに?なに?なに? 立ち。立ち。よいしょ。よいしょ。
2358.66,2368.66,CHI,ダメよ。 中は? 中、く、 く、 や、
2368.66,2374.66,MOT,ねね。 うい、うい、うい、うい。
2375.66,2398.66,MOT,そしたらね、ちょっと、お寺さん。 起動状態がいいんですけど。 あ、道美、鍵あるかな?鍵。 鍵じゃないね。鍵じゃなかったね。 なに? 回る。回りあったね。 何をするの?
2399.66,2407.66,MOT,いいのが出てきた。道美、いいの。 そう。 あら、ほら、見て。いいの。ごくごく飲んでるよ。
2407.66,2414.66,CHI,おいしそうだね。ごくごくおいしそうだね。 おいしそうだね。
2420.66,2426.66,MOT,ごくごく飲んでる。 道美、飲む?
2427.66,2431.66,MOT,はい。 おうる。
2437.66,2448.66,MOT,よいしょ。よいしょ。 ジュース、ジュース、よいしょ。ジュース、よいしょ。 ちょっと待ってる、お寺さん。ティッシュの時からね。
2449.66,2456.66,MOT,待って。お待たせ。
2461.66,2467.66,MOT,よいしょでしょ。 ジュース、お寺、シュンシュ。シュン。
2468.66,2471.66,MOT,よいしょ。
2474.66,2487.66,MOT,道美、どれ?どれ飲んでる? これ。 大事なこと。 可愛いね。 道美と一緒で。
2489.66,2494.66,MOT,道美、中ちゃんも髪の毛少ないよな。道美と一緒で。
2495.66,2498.66,MOT,全然飲みないのね、道美ちゃんね。
2502.66,2506.66,MOT,茶飲むの? ギリー?
2512.66,2533.66,MOT,ごくごく。 一緒。これと一緒。 ガードアーナーズのやつはおめでとう。 ガードアーナーズのやつは私たち使っている。 ガードアーナーズのやつは私たち使っている。 ガードアーナーズのやつは私たち使っている。 おめでとう。 お寺。
2541.66,2544.66,MOT,すごいな、調子見ていて。
2546.66,2548.66,MOT,ちょっと待って。
2552.66,2565.66,MOT,待って。 待って。 待って。 道美ちゃん、待ってくれ。 待ってくれ。 待ってよ、ちょっと。
2566.66,2570.66,MOT,待ってよ。 ちょっと。
2571.66,2573.66,MOT,待ってよ。
2575.66,2579.66,MOT,こけるよ。 そんなことしたら、なびなびで。
2581.66,2585.66,MOT,目が丸。 母さん、目が丸。
2591.66,2593.66,MOT,いい。
2596.66,2599.66,MOT,一緒、ピアノの上に乗らないの?
2600.66,2602.66,MOT,ピアノの上に乗らないの?
2603.66,2606.66,MOT,ピアノの上に乗らないの?
2610.66,2612.66,MOT,あ、上手です。
2614.66,2619.66,MOT,やず。 やず、一日ちゃん。
2622.66,2624.66,MOT,何?
2626.66,2632.66,MOT,見て、道美の子でした。 やつのみちゃん。 いいよ。
2636.66,2639.66,MOT,道美ちゃんは目を伸ばしている。
2642.66,2646.66,MOT,あ、白。 白。
2651.66,2653.66,MOT,上手ですね。
2656.66,2658.66,MOT,乗らないの?
2659.66,2662.66,MOT,あ、お腹にきれいになった。
2664.66,2668.66,MOT,せっかくなったの? また感じですね。
2670.66,2674.66,MOT,道美、痛くないかくない? やってみましょう。
2676.66,2682.66,MOT,道美、痛いの? 行きましょう。 道美ちゃん、行きましょう。
2684.66,2686.66,MOT,カーが、帰る。
2688.66,2692.66,MOT,ななな。 なな。
2695.66,2697.66,MOT,向いて、エロキの。
2702.66,2711.66,MOT,プスタちゃん、ぴょんぴょん。 プスタちゃん、ぴょんぴょん。 一緒に、クック、ソックス。 普通した。これ普通した。
2712.66,2716.66,MOT,普通したよ。これも普通した。 一緒。
2718.66,2724.66,MOT,ブー。 後ろに、ブー。 プスタ。
2728.66,2730.66,MOT,道美、
2730.66,2732.66,CHI,道美ちゃん、
2748.66,2750.66,CHI,道美ちゃん、
2760.66,2778.66,MOT,向こう。 目がね、 目がね、どれ? ライブ。 目がね、目がね、目がね、目がね、目がね。 ライブは? どれ? どれ? あえるか、歌が
2778.66,2785.66,CHI,聴こえてく すよ。 こ、こ、こ、
2786.66,2790.66,CHI,二、二、二、二、 よ、こ、こ、
2792.66,2794.66,MOT,二、
2794.66,2796.66,CHI,一、
2796.66,2800.66,MOT,ボルを上げ。 これ、
2805.66,2807.66,MOT,ガー入れろ。アリビさんが。
2808.66,2810.66,MOT,ガー入れ。
2811.66,2817.66,MOT,ガーだね。 ガーだね。 ガーの上にかぶってがしない。
2817.66,2820.66,CHI,ガーの上にかぶってがしない。
2821.66,2823.66,CHI,ガーが、
2826.66,2832.66,MOT,ネネは? ネネがどれ? ネネはわかるかな?
2833.66,2839.66,MOT,ネネはわかるかな? ネネは? ガー
2849.66,2851.66,MOT,どうもとれよ、ください。
2858.66,2869.66,CHI,ガーも、 だ。 ガーの上に。 なんでそれ? 顔にたぶってんじゃん
2872.66,2874.66,CHI,ブルブルは?
2874.66,2902.20,MOT,ブルブルブル ポンポコポン ガムガム ニャーオー 小豚小豚 タンクキタンクキ ピツネピツネ ネコネコ ブルブル ポンポコポン コンコン ニャーオー プリプリ
2903.16,2915.66,MOT,ブルブルは? ドドドド ポンポコポン ポンポコポン コンコン ニャーオー ガーガー
2920.66,2924.66,MOT,ガーガー、リンゴ、リンゴがある っていうことで
2932.66,2934.66,CHI,ガーガー
2936.66,2940.66,MOT,ガーガーの目では カイの目では
2941.66,2943.66,CHI,お姫はどんどん見せてくれ
2947.66,2951.66,CHI,ランゴ バッケツ オアナ
2952.66,2980.66,CHI,ランゴ オアナねー、オアナキレイ オアナ サミが バリータ ジュリアップ ナナナ ナナナ ナナナ ナナナ サミのハンマー トララララ ピンクリート キレイなランゴ
2981.66,2987.66,CHI,ハン、ハン、ハン ハン、ハン、ハン ハン
2994.66,2996.66,MOT,ハンが出ないで目をしてくれ
2997.66,2999.66,MOT,ハン、ハン、ハン
3002.66,3003.66,MOT,じゃあ
3011.66,3013.66,CHI,ガーガー
3014.66,3016.66,CHI,ガーガー
3017.66,3020.66,MOT,ブーブー もうちょっと靴下のやつした
3021.66,3023.66,MOT,靴下は?
3024.66,3027.66,MOT,靴下あったよ、どこかに 靴下
3029.66,3033.66,MOT,靴下どこかなー 靴下どこかなー
3036.66,3045.66,MOT,靴下あったよ、うちに 靴下は靴下があったよ 靴下ちょうまい 靴下
3046.66,3048.66,CHI,さーん
3048.66,3051.66,MOT,アーザー
3051.66,3063.12,CHI,アーザー このね かすめか外 use ずっと 届かへ脱没有
3064.58,3068.90,CHI,見台 When I could notice why I could not even operate it
3072.26,3074.26,CHI,痛くね
3076.48,3077.32,CHI,情況が悪い
3080.32,3081.08,CHI,ライバー折れ
3086.66,3087.68,MOT,状態が悪い
3089.56,3091.04,MOT,何格 staff
3091.66,3093.66,MOT,おう!
3099.66,3101.66,MOT,はい、ベイザーカー
3104.66,3106.66,MOT,もう一度ね
3113.66,3120.66,MOT,ママ、ママ ママ? ママじゃないでしょ クマさん
3121.66,3128.66,MOT,クマさんよ ママがあるけど クマさんね ママじゃないよ
3130.66,3134.66,MOT,ママ食べやすいからね それね
3135.66,3137.66,MOT,いじみ、マンボーは?
3138.66,3140.66,MOT,マンボーは? いじみ
3141.66,3148.66,MOT,今マンボーいたの? マンボー マンボー マンボーに至ることがでたね
3152.66,3155.66,MOT,お姉さんにマンボーに至ることがでたね
3159.66,3164.66,MOT,じゃあ次は? ママの方が難しいなこの上だ
3166.66,3179.66,MOT,つづみき つづみき おいおい おいおい おいおい おいおい わー で、今度みちみがやってるよ
3182.66,3184.66,MOT,じみがやって
3202.66,3206.66,MOT,ママさん おうちをつけます
3207.66,3209.66,MOT,おうちを作ります
3214.66,3216.66,MOT,おうちを作ります
3221.66,3223.66,MOT,おうちを作ります
3225.66,3227.66,MOT,つんで、じみます
3228.66,3230.66,MOT,おうちを作ります
3231.66,3233.66,MOT,おうちを作ります
3241.66,3243.66,MOT,おうちを作ります
3258.66,3261.66,MOT,お姉さん、みっとりくりくりくり
3263.66,3265.66,MOT,とみが倒しちゃったね
3274.66,3277.66,MOT,できない、みきみちゃんができない
3278.66,3284.66,MOT,できるかな できるかな? できるかな?
3287.66,3289.66,MOT,できるかな?
3293.66,3295.66,MOT,できない
3298.66,3300.66,MOT,よいしょ、よいしょ
3311.66,3313.66,CHI,あれ、いた
3317.66,3321.66,CHI,いた はい、すいません
3322.66,3324.66,MOT,いないでした
