start,end,text,assigned,overlap_ratio,overlap_sec
400.7,402.7,おめでとう。,CHI,0.2753125000000125,0.550625000000025
402.7,404.7,天使。アンパンもどれ?,MOT,0.6092031249999934,1.2184062499999868
408.7,410.7,これでしょ?,MOT,0.9935781249999707,1.9871562499999413
410.7,412.7,アンパンは、これでしょ?,MOT,0.7920468750000111,1.5840937500000223
419.7,421.7,きていちゃんも。,MOT,0.5867343750000202,1.1734687500000405
421.7,423.7,ちょっと、きていちゃんね。,MOT,0.5453125000000227,1.0906250000000455
423.7,425.7,飛行機?きていちゃん。,MOT,0.7563906249999945,1.512781249999989
425.7,427.7,みっちみ。アンパンどれ?アンパンだ。,MOT,0.6510781249999695,1.302156249999939
427.7,429.7,アンパンだ。,MOT,0.44406250000000114,0.8881250000000023
429.7,431.7,かけて。,MOT,0.41875000000001705,0.8375000000000341
431.7,433.7,ラヨンは?,CHI,0.46170312499998545,0.9234062499999709
433.7,435.7,ラヨン。,MOT,0.5054843750000089,1.0109687500000177
435.7,437.7,ガオン。,CHI,0.1582656249999843,0.3165312499999686
437.7,439.7,ガオン。,CHI,0.4629843750000191,0.9259687500000382
439.7,442.7,ペンギンみたいな道向きの,MOT,0.8946770833333252,2.6840312499999754
442.7,445.7,行け袋の水素館で。,MOT,0.4816666666666644,1.4449999999999932
445.7,447.7,ペンギンいたね。,MOT,0.764687500000008,1.529375000000016
447.7,449.7,ペンギンどこにいる?,MOT,1.0,2.0
449.7,451.7,ペンギンどこにいるかな?,MOT,0.7657968750000066,1.5315937500000132
451.7,453.7,ほら。ペンギン。,MOT,0.4609375,0.921875
455.7,457.7,ペンギン。,MOT,1.0,2.0
459.7,461.7,ハザラシもいたよ。,MOT,0.8773281249999911,1.7546562499999823
461.7,463.7,ハザラシ。,MOT,0.6636093750000214,1.3272187500000427
463.7,467.7,ゴマハザラシもって、水素と売り入れたよ。,MOT,0.9371171875000073,3.748468750000029
467.7,469.7,なんか大きい子もしらしな。,MOT,1.0,2.0
469.7,471.7,ゴマちゃん。,MOT,0.40139062499997635,0.8027812499999527
471.7,473.7,ゴマハザラシ。,MOT,0.6420156249999707,1.2840312499999413
477.7,479.7,アンパンもこっちだ。,MOT,0.5611093750000293,1.1222187500000587
479.7,481.7,パンっている?,CHI,0.3964218750000157,0.7928437500000314
481.7,483.7,パン。,MOT,0.8139218750000339,1.6278437500000678
483.7,485.7,パン、おりこうね。,CHI,1.0,2.0
485.7,487.7,パン、おりこうね。,CHI,0.7967343750000282,1.5934687500000564
493.7,495.7,こっち向け。,CHI,0.42485937500001114,0.8497187500000223
495.7,497.7,こっち向け。,CHI,0.12076562499999,0.24153124999998
497.7,499.7,こっち向いて。,CHI,0.6296874999999886,1.2593749999999773
509.7,511.7,おめでとうございます。,MOT,0.0,0.0
514.7,516.7,あ、イカオブ、イカ。,MOT,0.7529531249999764,1.5059062499999527
516.7,518.7,イカ屋さんは?,MOT,0.7562500000000227,1.5125000000000455
519.7,521.7,お花屋さん。,MOT,0.7132656249999627,1.4265312499999254
521.7,523.7,おもち屋さん。,MOT,1.0,2.0
523.7,525.7,裏物屋さん。,MOT,0.44357812500004457,0.8871562500000891
525.7,527.7,ケーキ屋さん。,MOT,1.0,2.0
527.7,529.7,あ、お酒屋さん。,MOT,0.4686093750000282,0.9372187500000564
529.7,531.7,お酒屋さん。,MOT,1.0,2.0
531.7,533.7,イカ。,MOT,0.5453125000000227,1.0906250000000455
533.7,535.7,建てがり。,MOT,0.8451406249999991,1.6902812499999982
535.7,537.7,海道も好きやろ。,MOT,0.8495156249999809,1.6990312499999618
537.7,539.7,あじ、昨日初持ったね。,MOT,1.0,2.0
539.7,541.7,あじも水素、水素を入れてたね。,MOT,1.0,2.0
541.7,543.7,あさり?,MOT,0.8936093749999827,1.7872187499999654
543.7,545.7,はい。,MOT,0.6476406250000082,1.2952812500000164
545.7,547.7,カニさんは?,MOT,1.0,2.0
547.7,549.7,カニさんもチュッキチュッキおったね。,MOT,0.6310781250000446,1.2621562500000891
549.7,551.7,昨日、カニさんチュッキチュッキやってたよ。,MOT,1.0,2.0
551.7,553.7,タコもだよタコ。,MOT,0.42454687500003274,0.8490937500000655
553.7,555.7,タコもだったね。,MOT,0.9348593749999736,1.8697187499999472
555.7,557.7,それがね、真っ黒居の中にタコもだったよ。,MOT,0.8426406250000582,1.6852812500001164
565.7,567.7,ケーキ屋さん。,CHI,0.0,0.0
567.7,569.7,ケーキ屋さん。,CHI,0.2921874999999545,0.584374999999909
571.7,573.7,何?どれ?,CHI,0.0,0.0
573.7,575.7,何?,MOT,0.83139062500004,1.66278125000008
575.7,577.7,何?,MOT,1.0,2.0
577.7,579.7,何?,MOT,0.9329843750000464,1.8659687500000928
579.7,581.7,シカは?,MOT,0.8321875000000318,1.6643750000000637
581.7,583.7,シカね。,MOT,0.30045312499999,0.60090624999998
583.7,585.7,かきは?,MOT,0.6161093749999509,1.2322187499999018
585.7,587.7,かき。,MOT,0.07295312500002638,0.14590625000005275
587.7,589.7,かき、きのは食べた。,MOT,1.0,2.0
589.7,591.7,あんま食べたね。,MOT,0.9489218749999964,1.8978437499999927
591.7,593.7,食べたというか、出すけどね、うちの場合。,MOT,0.8201406250000218,1.6402812500000437
601.7,603.7,食べた。,MOT,0.38639062499999,0.77278124999998
603.7,605.7,食べた。,MOT,0.5088906250000491,1.0177812500000982
605.7,607.7,食べた。,MOT,1.0,2.0
607.7,609.7,食べた。,MOT,0.8842343750000055,1.768468750000011
609.7,611.7,食べた。,CHI,0.024203124999985448,0.048406249999970896
611.7,613.7,みろ、ファンの、,CHI,1.0,2.0
613.7,615.7,めっちゃ、見せるおっただ。,CHI,0.9610781249999718,1.9221562499999436
615.7,617.7,てんぷりあった。,CHI,1.0,2.0
617.7,619.7,みろちゃんのパパ。,MOT,0.7082656249999673,1.4165312499999345
619.7,621.7,あんやさんだったって、,MOT,0.6620156249999809,1.3240312499999618
621.7,623.7,お菓子屋さんか。,MOT,0.6157656249999945,1.231531249999989
625.7,627.7,コミューマンさんもいるんで、,MOT,0.6498281249999991,1.2996562499999982
627.7,629.7,あんやさん。,MOT,0.45235937500001455,0.9047187500000291
629.7,631.7,かきま。,MOT,0.8273281250000082,1.6546562500000164
631.7,633.7,かきま。,CHI,0.43562500000007276,0.8712500000001455
633.7,635.7,あんやさん。,CHI,0.0,0.0
635.7,637.7,かきま。,CHI,0.0,0.0
639.7,641.7,おうしまん。,MOT,0.0,0.0
641.7,643.7,おうしまん。,MOT,0.2713906249999809,0.5427812499999618
643.7,645.7,あいるがうるね、,MOT,0.5945468749999918,1.1890937499999836
645.7,647.7,ケロリーはだって、,MOT,0.6092031250000218,1.2184062500000437
647.7,649.7,ケロリーにはがるんやって,MOT,1.0,2.0
649.7,651.7,同じ順番ね、周りに。,MOT,0.40423437499998727,0.8084687499999745
651.7,653.7,ケロリーには,MOT,0.8321875000000318,1.6643750000000637
653.7,655.7,ケロリーには,MOT,0.7617031250000537,1.5234062500001073
655.72,658.0,"Nikke, Nikke, Nikke",MOT,0.3599232456139676,0.8206249999998363
658.7,660.32,今,CHI,0.5794753086419905,0.9387500000000273
660.8000000000001,664.86,サー� ber,CHI,0.9191117610837286,3.731593749999888
665.3000000000001,669.74,カーレー,CHI,0.47993384009008583,2.1309062499999527
669.74,671.74,うぅぅ!,CHI,0.8842031249999991,1.7684062499999982
684.74,686.74,手その医さんね,MOT,0.8307968750000327,1.6615937500000655
686.74,692.74,やから 体で 体で 体で,CHI,1.0,6.0
702.74,706.74,さぁ揺れるよーって 揺れるよーって,MOT,0.5806249999999977,2.322499999999991
707.74,710.74,ねこのように 準備,CHI,1.0,3.0
711.74,713.74,にゃーお,CHI,0.9085781249999627,1.8171562499999254
717.74,720.74,にゃーお 体いいな? 体いいな? 体に行け,MOT,1.0,3.0
723.74,726.74,虫身骨下が すごい状態になってるよ,MOT,0.4407395833333491,1.3222187500000473
727.74,729.74,虫身 階段から 階段 階段,MOT,1.0,2.0
730.74,733.74,階段どっち? 階段どっち?,MOT,0.3916666666666515,1.1749999999999545
734.74,735.74,また先を踊られるよ,MOT,0.7847187500001382,0.7847187500001382
735.74,737.74,また先を踊られるよ,CHI,0.7192343750000418,1.4384687500000837
737.74,739.74,階段から上で こっち こっちから上で,MOT,0.08204687500006003,0.16409375000012005
739.74,741.74,やっこっこっ,MOT,0.0,0.0
741.74,743.74,階段 裏から,MOT,0.3681249999999636,0.7362499999999272
743.74,745.74,階段 階段 階段,MOT,0.0,0.0
745.74,747.74,どこだ?,MOT,0.24889062499994452,0.49778124999988904
747.74,749.74,虫身骨下が,MOT,0.77735937500006,1.55471875000012
749.74,751.74,階段,MOT,0.0,0.0
757.74,759.74,階段,MOT,0.0,0.0
759.74,761.74,階段,MOT,0.0,0.0
761.74,763.74,階段,MOT,0.0,0.0
763.74,765.74,階段,MOT,0.0,0.0
765.74,767.74,階段,MOT,0.0,0.0
767.74,769.74,階段,MOT,0.0,0.0
769.74,771.74,階段,MOT,0.0,0.0
772.74,774.74,階段,MOT,0.0,0.0
775.74,779.74,体のお兄さんで 体相のお兄さんで,MOT,0.9441328125000155,3.776531250000062
783.74,785.74,階段,MOT,0.8720156250000173,1.7440312500000346
786.74,788.74,階段,MOT,0.9123281249999309,1.8246562499998618
789.74,791.74,階段,MOT,1.0,2.0
791.74,793.74,階段,MOT,1.0,2.0
793.74,796.74,これね 日々も昔の兄さんなんよ,MOT,0.9091666666666546,2.7274999999999636
796.74,799.74,今のね 佐藤 色道さんとは違うの,MOT,1.0,3.0
800.74,802.74,日々の兄さん,MOT,0.8807968749999873,1.7615937499999745
804.74,807.74,階段,MOT,0.7557395833333279,2.2672187499999836
807.74,810.74,階段,MOT,0.9384270833333327,2.815281249999998
810.74,814.74,階段,MOT,0.37039843750000045,1.4815937500000018
814.74,817.74,階段,MOT,0.1786562499999794,0.5359687499999382
817.74,819.74,階段,MOT,0.0,0.0
819.74,821.74,階段,CHI,0.6128125000000182,1.2256250000000364
826.74,828.74,階段,CHI,0.8153125000000045,1.630625000000009
829.74,831.74,階段,CHI,0.0,0.0
833.74,837.74,階段,MOT,0.40343749999999545,1.6137499999999818
841.74,843.74,階段,MOT,0.5854531249999582,1.1709062499999163
843.74,846.74,不思議など捨てない不思議な車,MOT,1.0,3.0
847.74,849.74,ピーポーピーポードレンジに,MOT,1.0,2.0
850.74,851.74,ピーポーピーポー,CHI,1.0,1.0
852.74,853.74,ピーポーピーポー,CHI,1.0,1.0
855.74,856.74,何か,CHI,1.0,1.0
856.74,857.74,何か,MOT,0.810281249999889,0.810281249999889
859.74,860.74,プレープ,MOT,1.0,1.0
860.74,862.74,ピーポーピーポーと似てるけど,MOT,1.0,2.0
862.74,864.74,これがね、有品車,MOT,1.0,2.0
865.74,866.74,有品車やるんですか?,MOT,1.0,1.0
867.74,869.74,赤い色でね、似てるけどね,MOT,1.0,2.0
874.74,875.74,ガーガーランデー,CHI,0.0,0.0
876.74,877.74,ガーガーランデー,MOT,0.0,0.0
878.74,879.74,ガーガーランデー,MOT,1.0,1.0
880.74,881.74,ガーガーランデー,MOT,1.0,1.0
882.74,883.74,ガーガーランデー,MOT,0.6371562499998618,0.6371562499998618
884.74,885.74,ガーガー,MOT,0.7528437500000109,0.7528437500000109
886.74,888.74,あ、本の車,MOT,0.7429531249999854,1.485906249999971
889.74,891.74,アイスクリームやったらアイスクリーム,MOT,1.0,2.0
892.74,893.74,新幹線,MOT,1.0,1.0
894.74,895.74,新幹線,MOT,1.0,1.0
896.74,897.74,後編のバス,MOT,0.36284375000013824,0.36284375000013824
898.74,899.74,古代らのね、,MOT,0.6578437499999836,0.6578437499999836
899.74,900.74,古代らのね、,MOT,0.9984062500000164,0.9984062500000164
901.74,902.74,花子が見つけた,MOT,1.0,1.0
903.74,904.74,ガーガー,MOT,0.6359687500000746,0.6359687500000746
905.74,907.74,校所作業した,MOT,0.7760781250000264,1.5521562500000528
908.74,909.74,コツ,MOT,0.9347187500000018,0.9347187500000018
911.74,912.74,コーラー,MOT,1.0,1.0
912.74,914.74,カッココタコシナーって,MOT,1.0,2.0
915.74,916.74,コンコーラー,MOT,0.8321562500000255,0.8321562500000255
916.74,917.74,カッココ,MOT,1.0,1.0
918.74,919.74,クッ,CHI,0.6378437500000018,0.6378437500000018
921.74,923.74,この車すんどけるね、もちもちちゃん,MOT,1.0,2.0
923.74,924.74,じゃん,MOT,0.63284375000012,0.63284375000012
931.74,933.74,カンコーラー車,MOT,1.0,2.0
934.74,936.74,カンコーラー車,MOT,1.0,2.0
938.74,941.74,次、ペンリングさえやがようか?,MOT,0.9325937499999478,2.7977812499998436
942.74,943.74,ペンリングさえやがようか?,MOT,1.0,1.0
944.74,946.74,ペンリングさもってきて、ペンリングさ,MOT,0.7514218750000055,1.502843750000011
948.74,949.74,よっ,MOT,0.9790937499999472,0.9790937499999472
950.74,952.74,マファロシのペンリングさ,MOT,0.9407968750000464,1.8815937500000928
953.74,954.74,始まり始まり,MOT,1.0,1.0
955.74,957.74,ペンリングとは、今日学びの練習です,MOT,0.8876718750000236,1.7753437500000473
958.74,960.74,なんかなんか上手く読みないなって,MOT,1.0,2.0
961.74,963.74,すると、お友達のペンリングだな,MOT,1.0,2.0
964.74,966.74,これ、人生になっていました,MOT,1.0,2.0
967.74,968.74,ちょっと聞いてくれないの?,MOT,1.0,1.0
969.74,970.74,お嬢さん,MOT,0.7184687500000564,0.7184687500000564
971.74,973.74,ペンリング、ペンリング気の痛いよ,MOT,1.0,2.0
974.74,975.74,ペンリング,MOT,0.7303437499999745,0.7303437499999745
976.74,978.74,ミッキーちゃんする、ミッキーちゃんね,MOT,1.0,2.0
979.74,980.74,ペンリング,MOT,1.0,1.0
981.74,983.74,ペリングパンは,MOT,0.7567031249999445,1.513406249999889
984.74,986.74,友達がペリングを助けるために,MOT,1.0,2.0
987.74,989.74,一緒からね、何を買ったね,MOT,1.0,2.0
990.74,991.74,とっては、父さん,MOT,0.7615937499999745,0.7615937499999745
992.74,994.74,父さんがお仕事してるね,MOT,1.0,2.0
996.74,998.74,タコさんが出てきますよ,MOT,1.0,2.0
999.74,1001.74,タコさんですよ,MOT,0.6381250000000591,1.2762500000001182
1002.74,1005.74,タコにょろにょろにょろにょろにょろ,CHI,1.0,3.0
1006.74,1007.74,にょろにょろ,CHI,0.5903437500001019,0.5903437500001019
1007.74,1009.74,タコにょろにょろにょろにょろにょろにょろ,CHI,0.0,0.0
1010.74,1012.74,引っかかったな、ペンリングから食べてやる,MOT,0.0,0.0
1013.74,1014.74,食べてやるぞって,MOT,0.0,0.0
1015.74,1017.74,ミッキーちゃんから食べてやるぞって,MOT,1.0,2.0
1018.74,1020.74,なんすんなよ,MOT,0.8207656249999218,1.6415312499998436
1021.74,1022.74,パコパコ,MOT,0.4403437500000109,0.4403437500000109
1023.74,1024.74,パコパコ,MOT,0.5284062499999891,0.5284062499999891
1025.74,1027.74,パコパコパコパコ,MOT,1.0,2.0
1028.74,1029.74,怖いよ,MOT,1.0,1.0
1030.74,1032.74,パコパコパコパコ,MOT,0.5263906249999764,1.0527812499999527
1033.74,1034.74,ミッキー,MOT,0.9096562499998981,0.9096562499998981
1035.74,1036.74,落ちた,MOT,1.0,1.0
1037.74,1039.74,落ちたよ、ミジミ,MOT,0.87076562499999,1.74153124999998
1040.74,1041.74,パコパコパコ,MOT,1.0,1.0
1045.74,1046.74,なんすんな?,MOT,0.0,0.0
1050.74,1051.74,落ちる落ちる,MOT,1.0,1.0
1052.74,1054.74,パコパコパコパコ,MOT,0.8529531249998854,1.7059062499997708
1055.74,1057.74,ちょっとちょっと、ちゃんと持って行きましょう,MOT,1.0,2.0
1058.74,1059.74,持ってよちゃんと,MOT,1.0,1.0
1060.74,1061.74,危ないよ,MOT,1.0,1.0
1062.74,1063.74,大体するよ,MOT,1.0,1.0
1064.74,1065.74,ほら,MOT,1.0,1.0
1067.74,1068.74,ねえ,MOT,0.9984687500000291,0.9984687500000291
1069.74,1070.74,ほら,MOT,0.6115312499998709,0.6115312499998709
1071.74,1073.74,強いな,MOT,1.0,2.0
1074.74,1075.74,今度お母さんの道に祈るわ,MOT,1.0,1.0
1076.74,1077.74,おまさして,MOT,1.0,1.0
1078.74,1079.74,道におまさして,MOT,1.0,1.0
1079.74,1080.74,母さんの歌,MOT,1.0,1.0
1081.74,1083.74,パコパコパコパコパコ,MOT,1.0,2.0
1084.74,1085.74,おもい,MOT,0.8734687500000291,0.8734687500000291
1086.74,1087.74,おまさん、これよおまさ,MOT,1.0,1.0
1089.74,1093.74,おるばのおやこばから,CHI,1.0,4.0
1094.74,1096.74,おきれよこ,CHI,1.0,2.0
1097.74,1099.74,いつでもいい,CHI,0.9736093750000236,1.9472187500000473
1099.74,1100.74,しょーに,CHI,1.0,1.0
1100.74,1101.74,とっとっとっと,CHI,1.0,1.0
1102.74,1103.74,くりあるく,MOT,1.0,1.0
1105.74,1106.74,ミジミ,MOT,1.0,1.0
1106.74,1107.74,クレアン出したいのか,MOT,1.0,1.0
1107.74,1108.74,クレアン,MOT,0.6040937500001746,0.6040937500001746
1109.74,1110.74,クレアンのおやかする?,MOT,1.0,1.0
1112.74,1113.74,はい,MOT,0.4472187500000473,0.4472187500000473
1115.74,1117.74,はい、クレアンのおやかをして,MOT,0.8498593750000509,1.6997187500001019
1118.74,1119.74,あ、ちょっと待って,MOT,0.0,0.0
1119.74,1120.74,それにか頑張って,MOT,0.0,0.0
1128.74,1129.74,待って待って,MOT,0.0,0.0
1129.74,1130.74,行こう行こう行こう,MOT,0.0,0.0
1130.74,1131.74,はいはいはい,MOT,0.0,0.0
1131.74,1132.74,入って入って入って,MOT,0.005281249999825377,0.005281249999825377
1139.74,1141.74,あ、あかわれちゃった,CHI,0.0,0.0
1142.74,1143.74,おらじゃー,MOT,0.91403124999988,0.91403124999988
1144.74,1145.74,おらじゃー,MOT,0.8472187500001382,0.8472187500001382
1146.74,1147.74,はい,MOT,0.3071562499999345,0.3071562499999345
1147.74,1149.74,おかわしてください,MOT,0.689515624999899,1.379031249999798
1152.74,1153.74,それ何、緑?,MOT,1.0,1.0
1153.74,1154.74,緑,MOT,1.0,1.0
1156.74,1157.74,緑,MOT,0.99215624999988,0.99215624999988
1159.74,1160.74,あ、あか,MOT,1.0,1.0
1164.74,1165.74,ちょっと,MOT,1.0,1.0
1165.74,1166.74,あか,MOT,0.7784062499999891,0.7784062499999891
1166.74,1167.74,肌色それ,MOT,1.0,1.0
1167.74,1168.74,肌色,MOT,1.0,1.0
1169.74,1170.74,肌色,MOT,1.0,1.0
1170.74,1171.74,インク,MOT,1.0,1.0
1173.74,1174.74,インク,MOT,1.0,1.0
1176.74,1177.74,インク,MOT,1.0,1.0
1181.74,1182.74,シーロ,MOT,0.5165937500000837,0.5165937500000837
1184.74,1185.74,シーロ,MOT,0.0,0.0
1187.74,1188.74,それじゃーよ,MOT,0.0,0.0
1190.74,1191.74,じゃーよ,CHI,0.0,0.0
1193.74,1194.74,シーロ,CHI,0.0,0.0
1194.74,1195.74,シーロ,CHI,0.0,0.0
1199.74,1200.74,あ、あか,CHI,0.11721875000012005,0.11721875000012005
1201.74,1202.74,あか,CHI,0.0,0.0
1206.74,1207.74,あか,MOT,0.9746562499999527,0.9746562499999527
1209.74,1211.74,それ何、この緑何色,MOT,0.990171875000101,1.980343750000202
1214.74,1216.74,あかいとあか,CHI,1.0,2.0
1218.74,1219.74,それは,MOT,0.8246562499998618,0.8246562499998618
1221.74,1223.74,それは肌色,MOT,0.4379531249999218,0.8759062499998436
1225.74,1226.74,肌色,MOT,1.0,1.0
1229.74,1230.74,うわー,MOT,0.9984687500000291,0.9984687500000291
1231.74,1233.74,何でしょ、早い,MOT,0.5790625000000773,1.1581250000001546
1235.74,1237.74,おかたつけ,CHI,1.0,2.0
1239.74,1240.74,あー,MOT,1.0,1.0
1240.74,1241.74,ずりずりずり,MOT,0.5453437500000291,0.5453437500000291
1241.74,1242.74,ずりずり,MOT,0.0,0.0
1242.74,1244.74,あかたつけしたルービー,MOT,0.0,0.0
1244.74,1245.74,いいね,MOT,0.0,0.0
1245.74,1246.74,今日は,MOT,0.0,0.0
1246.74,1247.74,じゃーじゃー,MOT,0.0,0.0
1247.74,1249.74,そしたらまた何やん,MOT,0.51170312499994,1.02340624999988
1249.74,1250.74,しもり,MOT,0.2528437500002383,0.2528437500002383
1256.74,1257.74,だーだー,MOT,0.012156249999861757,0.012156249999861757
1257.74,1258.74,だーだー,MOT,1.0,1.0
1258.74,1260.74,だーだーの船,MOT,0.9323281249999127,1.8646562499998254
1261.74,1262.74,だーだーの船,MOT,1.0,1.0
1263.74,1264.74,何やん,MOT,0.0,0.0
1265.74,1266.74,なんだよ,MOT,0.0,0.0
1266.74,1267.74,なんだよ,MOT,0.0,0.0
1267.74,1268.74,なんだなんだ,MOT,0.19528124999987995,0.19528124999987995
1268.74,1269.74,あかさん一個一個して,MOT,1.0,1.0
1269.74,1271.74,あかさん一個一個,MOT,0.6887500000000273,1.3775000000000546
1271.74,1272.74,痛い,MOT,0.2802812499999163,0.2802812499999163
1272.74,1273.74,これ,MOT,0.639031249999789,0.639031249999789
1273.74,1274.74,一見,MOT,0.6940312499998527,0.6940312499998527
1274.74,1275.74,痛い,MOT,0.1434687500002383,0.1434687500002383
1278.74,1280.74,うしゅびってしゅびって,MOT,1.0,2.0
1284.74,1286.74,で、一見滑りたいしよか,MOT,1.0,2.0
1286.74,1287.74,滑りたい,MOT,0.5465937500000564,0.5465937500000564
1287.74,1288.74,滑りたい,MOT,1.0,1.0
1288.74,1290.74,滑りたいことね,MOT,0.7920468750000964,1.5840937500001928
1290.74,1292.74,滑りたいわ,MOT,0.7309375000000955,1.461875000000191
1294.74,1296.74,ねねよ,MOT,0.7917031249999127,1.5834062499998254
1296.74,1298.74,ねねよ,MOT,1.0,2.0
1299.74,1301.74,ねねよ,MOT,0.9029843750000737,1.8059687500001473
1303.74,1304.74,ねねよ,MOT,0.0,0.0
1304.74,1308.74,こ、こ、た、こ、ず,MOT,0.0,0.0
1308.74,1310.74,何それ,MOT,0.0,0.0
1312.74,1313.74,何それ,MOT,0.0,0.0
1321.74,1323.74,あ、痛い,MOT,0.2938906249999036,0.5877812499998072
1323.74,1324.74,サカサマ,MOT,1.0,1.0
